transaction_id,rotate_id,msisdn,received_time,event_code,status,amount,currency
249d6fd5-b21d-417d-972b-e8928a3128ac,5e946e71-299e-4cce-a4ff-3fb3776e4d99,447794251807,2026-01-01 09:54:00.000,1,SUCCESS,0,GBP
9ad0ed7a-d747-4436-b4ea-dbf23a14c387,c15ae5dd-2ed7-4a8a-9c4b-f205d13ff34b,447781719986,2026-01-01 09:55:16.000,2,FAILED,0,GBP
0e97e9a4-f527-4858-8520-e9f7b8f5d687,5b43484a-c7f3-4dcc-9135-a24f346f69d2,447755515966,2026-01-01 09:56:09.000,1,FAILED,0,GBP
6b4badce-bede-4ab6-849d-016895b186e1,1834cddb-772b-4357-8208-6c8530749ecf,447781976545,2026-01-01 10:15:54.000,1,SUCCESS,0,GBP
0aa9408e-08db-4922-9715-0c4732ae6344,020769f7-7777-467a-96c6-cbe5be646b66,447728436497,2026-01-01 10:48:28.000,2,SUCCESS,1.99,GBP
72905433-205b-442d-9733-eef58d5e76e8,625a7bbf-e828-4b97-b2ae-6146dcd720b4,447776851570,2026-01-01 10:51:46.000,2,SUCCESS,2.49,GBP
aa2d213e-59bd-4a29-b074-ed6a22c9223f,a8a4a35c-e0f6-4fc1-89e3-94e748639975,447754158939,2026-01-01 10:59:34.000,2,PENDING,0,GBP
645e68f9-6bf9-4c09-888e-b94428c82977,96eb5211-8637-401c-86d5-f0a0cbd04f34,447763548749,2026-01-01 12:04:43.000,2,FAILED,0,GBP
7e217a6f-afb8-4b84-bd70-299b439c9557,71b12e6f-7e4d-477d-bd01-f5b6ece91258,447791132930,2026-01-01 12:14:32.000,1,SUCCESS,0,GBP
f521cea7-e879-4ef1-8358-a7c447f426e7,2d04905a-0749-4a1d-be61-24d62ad03a57,447785038842,2026-01-01 12:19:25.000,1,SUCCESS,0,GBP
7f2952b1-f8a0-47e4-8405-043c6ade8458,05a07241-bb40-42ac-9b0a-92b3f38b0f75,447733342162,2026-01-01 13:58:23.000,2,SUCCESS,2.49,GBP
3aa64444-e2a4-4d60-940c-4b2ef5e0686c,8f143e1c-6df2-458d-9c77-6355fc3b0c73,447732509316,2026-01-01 14:25:39.000,1,PENDING,0,GBP
e5a5f892-2f24-4849-adae-797c4a481f01,fb06ac49-d2c1-47c8-a0ac-ff08e5a44e17,447796283559,2026-01-01 14:35:07.000,2,SUCCESS,2.49,GBP
14ce2a9a-5138-4a0b-a8d6-883f278ebda4,a49de27d-e2c5-48e1-a028-2eaddc956256,447793773782,2026-01-01 14:52:27.000,1,FAILED,0,GBP
9ebcd0bc-641a-4a6f-9598-4f3526f38a20,9bd71541-2f88-4d89-abbd-ab23deb84e14,447799611620,2026-01-01 15:01:21.000,2,SUCCESS,1.99,GBP
91f18e8f-4d52-4c48-9d20-6ae27f2f0e0f,99f67acf-02d8-4109-888e-32616165e6f9,447758676639,2026-01-01 15:18:16.000,1,SUCCESS,0,GBP
e7cabcb1-a52e-4785-a8fc-2fffd299dd30,555c1631-fda2-44aa-84f7-243dc353e03a,447770222953,2026-01-01 15:30:40.000,1,FAILED,0,GBP
8db4129b-fd1d-4b11-873f-a83888d37f71,641c5eeb-a9ed-4093-87d4-d33940d3a017,447739272910,2026-01-01 15:41:52.000,2,FAILED,0,GBP
786a428a-fe41-4793-8d55-37429768483e,de92012f-a83c-4ecd-be6c-ecc865f4845c,447725123134,2026-01-01 16:32:29.000,1,FAILED,0,GBP
f10a5b8f-902f-4c70-b33d-47c8f53baa3a,a33fc153-0b03-46b2-875e-aaf31f5125b5,447751785761,2026-01-01 17:15:20.000,2,PENDING,0,GBP
75247455-e75c-4dcd-bbef-de8cd0b28fef,f4967b2f-a449-4bbc-a359-4e2ace88dec6,447797166738,2026-01-01 17:24:55.000,2,FAILED,0,GBP
afa2d46f-4a6e-423e-a18e-e8ff19be5de2,b486a916-086a-4526-aa0c-2b5a12f34253,447749283441,2026-01-01 17:26:08.000,2,FAILED,0,GBP
1caa5f80-14b2-4ee6-8793-e051b9ec95d0,5a8d6cbf-144e-4d59-b040-3546b8cc8e87,447718237898,2026-01-01 18:07:50.000,2,PENDING,0,GBP
79b16c13-6be4-490c-bbf8-5bdf82213659,342e7ad6-0c68-4aa8-8232-e32ec2598cbe,447789173310,2026-01-01 18:37:34.000,2,PENDING,0,GBP
682363cc-0ea3-4f87-af3a-ca94dc6759b4,11836e14-379b-494c-a5cf-e0a0cb88eba5,447794596034,2026-01-01 18:41:50.000,2,SUCCESS,2.49,GBP
11cbb395-7f50-4ec6-a777-5d41150a66ab,0602bb24-f480-4ffb-80ae-a4cf4ddacf11,447749672955,2026-01-01 18:55:30.000,1,FAILED,0,GBP
d33e4e0b-93c6-408e-b17b-f12f7ecd3bfa,c6d8a3e4-de87-4ab6-81d1-0b23c4f61491,447759569631,2026-01-01 21:28:49.000,1,FAILED,0,GBP
850dea8f-82d5-4305-8b3c-d175d6bb581f,960c8cd4-efe2-4063-8385-008fc451bbb9,447712045987,2026-01-01 22:45:58.000,1,PENDING,0,GBP
be9194a0-5944-4625-827e-721c2e858ca9,1233af19-d175-4396-b81f-8febf9d75014,447778899993,2026-01-01 23:04:13.000,2,FAILED,0,GBP
8c0f9bdf-0223-4c3a-9381-0bf622193918,70e7da41-6bff-4282-9ac2-96dcb7f97297,447744663800,2026-01-01 23:55:57.000,2,FAILED,0,GBP
794e62b6-f216-40a5-b2a4-4f7625ded85a,8e707a30-41cc-4c08-a167-a8c8a87177c6,447794550305,2026-01-02 00:35:35.000,1,PENDING,0,GBP
4c8916f7-e14d-46c1-b01f-87168b0cb69f,0c4aa351-6cf1-4365-be36-4487dc5f2b31,447782106739,2026-01-02 00:39:33.000,2,SUCCESS,1.99,GBP
36097935-d7c8-4507-aad2-e2aa9f150134,75a1ab5d-3067-489f-aecc-096d672f8906,447786591665,2026-01-02 00:56:29.000,1,SUCCESS,0,GBP
cd5f24c6-cac4-4757-980a-757fa645e304,a04bca43-0586-412f-b460-93be4040decc,447720561058,2026-01-02 01:02:50.000,2,FAILED,0,GBP
4be8ffaf-1963-42db-ba43-26bcc6155cf7,b707fa07-a428-4e5f-ac11-ec7dbe0812bc,447790812683,2026-01-02 01:42:05.000,2,FAILED,0,GBP
c7fd5580-65d5-4172-9724-c434dfd90b14,9626bdb4-fd4c-47ab-ad6d-d0029291f35b,447716377771,2026-01-02 03:18:16.000,1,SUCCESS,0,GBP
64cc2f89-f21a-44c7-a51e-30f0098c4705,5fbd2ea2-23fd-4e87-91bb-7243bf539490,447771038862,2026-01-02 04:07:08.000,2,FAILED,0,GBP
557c4f76-0eed-496f-9ba6-9db97bd0b7ce,93a9a7f4-5943-4365-9366-f3a4e19353b1,447709476204,2026-01-02 04:12:43.000,1,PENDING,0,GBP
e266d3e2-a536-4b83-931b-2226149a29ed,9464ff3b-c154-4b15-958c-84b7e4282cbf,447750695709,2026-01-02 04:28:39.000,1,SUCCESS,0,GBP
eac8e778-3ef1-40a0-98d8-e9bf25d6d556,bc7d65a5-5775-4d86-956d-25a014ffffa3,447723650135,2026-01-02 05:33:53.000,1,FAILED,0,GBP
b88e1dd9-61e2-4204-896e-0f5c48ef43bc,0e77747b-b2f6-4ba4-8e21-a4f9239ad1bb,447709840600,2026-01-02 06:05:22.000,2,SUCCESS,2.49,GBP
ac7ca10c-f3ff-4109-a498-6ab238d43afb,f9f25093-ee7b-4633-93f2-99af8694cbcb,447770960649,2026-01-02 06:06:09.000,2,FAILED,0,GBP
e6840bcb-7582-4841-940f-0e96ab0d674e,894d8d3f-eec1-47aa-9350-8c416fa5f6f7,447704167756,2026-01-02 06:29:07.000,2,PENDING,0,GBP
70962c10-8f18-4979-8183-c609eae9c7f4,4d2c46f8-25c0-4225-a736-071d22cb5dda,447700486611,2026-01-02 06:45:32.000,1,FAILED,0,GBP
87fbeaba-72e6-40e6-bb60-9c0d9382088b,3cac937b-1148-4ff2-9485-5c7bb4290dd7,447703444981,2026-01-02 08:02:56.000,1,FAILED,0,GBP
81ec3d6c-0039-42fe-ab2c-f1387e7c7b9b,517c76dc-4b98-41f0-ab0d-8c8bb8489932,447738413664,2026-01-02 09:11:05.000,1,SUCCESS,0,GBP
52bfdd6a-fabd-47bb-9f97-23151171ec98,fec837d0-4244-40e8-8503-8b352afb3027,447767686323,2026-01-02 12:16:57.000,2,SUCCESS,1.99,GBP
b287cdce-97c8-4755-ad83-d10f29edff55,699bb721-574f-4eef-9a56-17f911aab56b,447765526715,2026-01-02 12:42:04.000,1,FAILED,0,GBP
1188d0fe-393a-4391-ba22-69a2c6b14547,a5ae0593-c458-4029-8539-1b4d0363f396,447735087446,2026-01-02 13:05:42.000,2,FAILED,0,GBP
ffec8358-5129-4e4a-a0a8-73a2c4c4429b,0389d64d-b9c3-4b5d-a6ba-ff5f775415a8,447704422092,2026-01-02 13:24:18.000,1,FAILED,0,GBP
77ed8324-d558-4695-a569-44bf7b124db2,a1724490-22b3-47bb-a3cf-e18eede783a3,447763421110,2026-01-02 13:25:29.000,1,FAILED,0,GBP
4f582be8-9766-4d66-b20a-6082e70484b9,47683f0e-676e-4256-9ccc-c09579ebf521,447730655028,2026-01-02 13:28:22.000,1,PENDING,0,GBP
63b6deab-1e07-44f9-9721-7ffa88037b6d,40283dbe-af31-4567-bc92-db2480210f7e,447755179030,2026-01-02 13:37:07.000,2,SUCCESS,1.99,GBP
e4566aaf-ef15-4116-bab7-99eee8a01c0a,40283dbe-af31-4567-bc92-db2480210f7e,447755179030,2026-01-02 13:37:19.000,1,SUCCESS,0,GBP
92cb829c-7818-4f96-b705-7665bd111226,7759c601-7323-4142-b12d-2835d18b8616,447702276520,2026-01-02 14:19:38.000,2,PENDING,0,GBP
95c7b240-baf3-41c5-9c01-6bf51b56c8a3,d637381d-3bda-4499-9b4d-033f4a32ab21,447775163764,2026-01-02 15:04:57.000,1,FAILED,0,GBP
876aadb1-f5ef-424a-a8fd-259ee87e2ecb,01585d66-d8ad-4f01-aaf1-76199feae795,447722381788,2026-01-02 16:10:13.000,1,SUCCESS,0,GBP
45d616fa-289d-43a8-8aa1-ce885afdb736,f145ba3d-abdb-458b-9e0b-a735a8f1bfb8,447730232102,2026-01-02 16:47:01.000,1,SUCCESS,0,GBP
f7f963f5-9c75-41da-b276-747186f982ce,ef203520-41eb-4204-8bbe-b33efda856d2,447743466957,2026-01-02 17:32:30.000,2,PENDING,0,GBP
84415b43-6edc-4939-aa59-4de0b39984d5,42df7e3e-f0ab-429c-83c7-b00708d9b62a,447722803202,2026-01-02 17:47:36.000,1,SUCCESS,0,GBP
c888c673-95a4-4293-9abb-b2c3e30cef01,2a21119b-c858-450e-ad2a-a478c92048a1,447741840510,2026-01-02 19:12:19.000,2,SUCCESS,1.99,GBP
9b2a0683-356e-4ab5-b9bd-8d7a647ede53,026cad80-4dab-4941-86f6-c950b286dc08,447744680584,2026-01-02 19:20:15.000,2,FAILED,0,GBP
01d632d6-8d21-45e0-b53f-e8e9dd8d0245,81504b2c-5969-48ee-bce5-fe52a8defbcb,447766482219,2026-01-02 19:43:23.000,1,SUCCESS,0,GBP
23617b30-93a3-4af2-ab33-4af5d899bbda,4a5ee5c5-5571-4678-a8d7-14302220ce6e,447747087711,2026-01-02 21:22:32.000,2,SUCCESS,1.99,GBP
9f4a3121-89d4-4e2d-b2cd-f1b68f9f16f6,cbea7974-6e72-44f2-beb2-b30a09af512e,447795329078,2026-01-02 22:28:30.000,2,SUCCESS,3.49,GBP
0468da85-695d-4552-85d9-ebd9d1bc08cc,cbea7974-6e72-44f2-beb2-b30a09af512e,447795329078,2026-01-02 22:29:14.000,1,SUCCESS,0,GBP
009d67c3-4f8b-4835-8e19-e8f039d8714f,8d4af34b-cb3a-4f5f-a6b2-6c061455dff2,447727775045,2026-01-02 22:33:36.000,1,SUCCESS,0,GBP
68d2962e-8c86-406b-bd1b-9180ce22c04f,1d67f0f8-ac94-45e2-8eef-f9e60f67cfd4,447720109801,2026-01-02 22:49:15.000,2,SUCCESS,2.99,GBP
48f6a2a0-98f3-4221-a767-51e2baccbbf7,1d67f0f8-ac94-45e2-8eef-f9e60f67cfd4,447720109801,2026-01-02 22:51:07.000,1,SUCCESS,0,GBP
00d6ec06-ea30-4eeb-a23c-f0cce72ecc6d,565e92e5-3022-4600-92aa-f120c05ce984,447757584035,2026-01-02 22:59:41.000,1,SUCCESS,0,GBP
8f00566f-0fda-4ed8-ad6e-8d4b4012c57a,17311604-7b6a-4470-8435-249b44025c9a,447794297458,2026-01-02 23:09:17.000,2,SUCCESS,2.49,GBP
ae0e3617-a667-4267-ab3a-2aedd2ed0395,5e9158d7-e9ce-4db4-9ec9-21b1923c412a,447759957986,2026-01-03 00:52:17.000,1,SUCCESS,0,GBP
5b7cb0f9-53f5-4aac-9e51-49ecfd21e924,62bfcf6b-f3ed-4326-8471-cfd7c303d776,447748419630,2026-01-03 00:58:30.000,2,SUCCESS,1.99,GBP
f460bd97-e7b7-4452-804a-1ee9d981efff,f6d9afd0-c9d5-4845-849a-2dbc657e0ba5,447799708958,2026-01-03 01:02:31.000,1,SUCCESS,0,GBP
1e1fac9e-5961-4846-b989-d28c6556a146,2f6ac577-2280-45de-abd6-071b2c3eb95d,447779703171,2026-01-03 01:12:57.000,2,FAILED,0,GBP
f5f1974a-eb29-47d2-aafc-7d830ecf4cf0,c8006eb1-fe18-419a-a58d-e7d9e6013b26,447704341104,2026-01-03 01:15:40.000,1,SUCCESS,0,GBP
fedc66d3-707d-444c-b54a-5e63f142a721,a61d16e5-e3d7-449e-9207-6f7d4a0635d8,447722101323,2026-01-03 03:00:46.000,2,SUCCESS,2.49,GBP
7441c01a-3dc2-45cc-b5da-a4dc0e785a95,b1fe656b-fd18-4444-9858-806f1cbefbc0,447757885778,2026-01-03 03:02:24.000,2,FAILED,0,GBP
cf4971f7-3cf9-447d-a075-d9cad916d7da,7c31eefd-b9b8-48c0-b713-839d8bcce6e1,447726058996,2026-01-03 03:21:31.000,1,FAILED,0,GBP
0c67fdd4-f86e-4bf7-97bf-03394909c911,1c9a659a-b4ab-4aae-bd3b-f835bf05d966,447705107177,2026-01-03 03:45:45.000,1,SUCCESS,0,GBP
6b5f414e-b8f2-4815-9342-c3ad83ebc023,66af2de2-e82d-4640-b03e-4a1511c44862,447763372216,2026-01-03 04:07:48.000,1,PENDING,0,GBP
fb26a278-0bf4-4b8e-872f-73a6c677eec9,a33d9322-b7b5-46cb-863e-a42ab36521df,447745246912,2026-01-03 04:35:22.000,2,SUCCESS,2.49,GBP
6c70fe1c-4c11-4133-9f1d-751d418167a6,c03aa94c-8da8-4589-8686-9f76392b3ab9,447749419358,2026-01-03 04:43:00.000,2,SUCCESS,1.99,GBP
5b92d848-5c8d-42dd-a2ac-c2cb3350bef4,8ba971a1-fa78-44c7-b816-f69a4568a103,447740937767,2026-01-03 05:00:02.000,1,SUCCESS,0,GBP
b5fe6d6b-2682-42ae-b2c4-e652e2ab5308,19583061-4540-4924-bcc4-db3499b86253,447781899686,2026-01-03 05:04:32.000,1,PENDING,0,GBP
4335e0fa-1f10-4110-8ab6-1fb3a387d7ba,8d8e6349-4b03-4b3a-a89b-533d1b2c5beb,447749432517,2026-01-03 05:09:31.000,1,FAILED,0,GBP
50734847-5301-4199-b7a7-7afcd3e3e85e,a5e146e9-e336-4bac-b189-ecc0c9f39ff9,447715626665,2026-01-03 05:24:17.000,2,FAILED,0,GBP
b2f596aa-d3a9-4621-9c77-f295de5213dc,be31e914-1b28-436d-b4d9-c7a1f38e3428,447759317927,2026-01-03 05:25:32.000,2,SUCCESS,2.49,GBP
2ae8b205-0ded-4a87-99e7-c49337559641,f5b9e1fb-3fef-49d9-9d5c-44c0012b2be2,447737062518,2026-01-03 05:29:19.000,2,SUCCESS,2.49,GBP
3b9cc8a9-eb88-482b-b598-072d30b9314e,c96e6a30-ca67-4dbc-a77f-4b92376fa2ad,447757430693,2026-01-03 05:36:58.000,2,SUCCESS,1.99,GBP
e372e487-bb66-4bce-9670-bd07999dec28,45aaf29b-9349-4504-a9a7-b6b1d351b95c,447745046975,2026-01-03 06:17:17.000,1,FAILED,0,GBP
7f7899a0-b3c1-4454-bee8-1e06f5550f1e,7864d016-bdd6-4517-b231-84616c9757ea,447710772489,2026-01-03 06:54:57.000,2,SUCCESS,2.49,GBP
be1e958d-2102-4ec3-8731-98ad40dacf2f,b99394cb-70a9-4d5d-8a12-6bf836a9dee4,447773281482,2026-01-03 07:08:42.000,2,SUCCESS,3.49,GBP
63f40577-c84e-4195-99a4-d449cb46504c,b99394cb-70a9-4d5d-8a12-6bf836a9dee4,447773281482,2026-01-03 07:09:34.000,1,SUCCESS,0,GBP
f36717f4-6172-4171-9073-0f5ac6f2cecf,fb4fcff7-8f1d-45b7-a9ba-570a0b97cd0d,447773734495,2026-01-03 07:09:44.000,1,FAILED,0,GBP
fa843286-2f33-45f0-b6e9-b0804fc40121,6204853f-da92-4c6c-b95c-c1e6c7617dfc,447759808943,2026-01-03 07:24:54.000,1,SUCCESS,0,GBP
2374d44a-a81d-4643-898e-12976031180b,0109f587-cea6-476b-9d93-e3d7e61b134d,447747506330,2026-01-03 07:43:24.000,2,SUCCESS,3.49,GBP
d821f728-f319-4fb5-aba0-374be2d201ac,0109f587-cea6-476b-9d93-e3d7e61b134d,447747506330,2026-01-03 07:45:16.000,1,SUCCESS,0,GBP
57d38f49-26f4-4e91-a4ba-d16c2d45be1e,a81e3957-5973-4899-af9b-5cb5862ba20d,447722759715,2026-01-03 08:20:25.000,1,FAILED,0,GBP
1d1f46b2-f9a8-4ad7-9679-de281221eb8f,2df07b5c-f70b-42b4-bd38-fd6b83030a79,447747377724,2026-01-03 08:32:33.000,2,FAILED,0,GBP
0d289cf7-db3e-4b07-8fde-c00b21b3f3c0,3644f32a-9307-4b20-9a43-60a91d2f8726,447741030729,2026-01-03 08:44:57.000,1,SUCCESS,0,GBP
0ff9109b-15cc-4600-bc4a-899d395ea63b,ec730f09-a5b2-467c-9cb2-9edbf6370506,447720552542,2026-01-03 09:02:32.000,1,SUCCESS,0,GBP
594b3ab2-259d-413e-98df-e8aed5762964,89302027-656f-4454-b03b-b08f30b090ca,447746827127,2026-01-03 09:52:01.000,2,FAILED,0,GBP
18d46734-7022-44a8-bd52-cb7092334819,57a1bf6e-3a01-4633-9279-1efabd37bb92,447716828265,2026-01-03 10:45:22.000,2,PENDING,0,GBP
7f5798e6-e6e9-40fe-8bdf-390756a27ac8,eaf66cba-55ef-41e2-8bb6-c19e4697c21b,447765630621,2026-01-03 10:53:38.000,2,FAILED,0,GBP
4ce6e19f-7a91-4cf8-9c7c-b49e193e7193,dd00273b-a9da-4a1e-93ee-534f18f771e0,447772647704,2026-01-03 11:12:03.000,1,SUCCESS,0,GBP
2ea7cdac-1a48-4f86-95d0-b7dbb58613f1,56fe0d3e-1ffb-4573-a498-008c1305b88a,447786797358,2026-01-03 12:02:08.000,1,SUCCESS,0,GBP
69c4385b-5d83-48c3-b433-83f9cf391e25,aa18209e-6d72-4989-8c21-9469114ca423,447765100428,2026-01-03 12:40:56.000,1,SUCCESS,0,GBP
8897fe3b-b53f-4e78-bb66-9b03cc1103b4,a348f2a5-2d6a-42ce-80c4-7b74207b3b58,447733183143,2026-01-03 13:08:52.000,2,SUCCESS,2.49,GBP
16a3198f-a9da-486f-96d3-e2290eeae9c7,ca652b1a-8930-49e3-9847-a78f31f49fcd,447732975038,2026-01-03 13:38:42.000,1,FAILED,0,GBP
565be14f-0fd0-49ae-b981-2a4a4aa5b995,8694b48d-6884-4b12-9906-128a29156745,447750017373,2026-01-03 13:53:54.000,1,FAILED,0,GBP
9575d2a4-531a-4d5e-bbfd-542b199d76de,1a8d4ba1-7ad7-4337-adb2-ac55f627a462,447783876917,2026-01-03 14:02:11.000,2,SUCCESS,2.49,GBP
eed19fd1-b25b-4b3d-a419-a781b9e6acb4,76cf6635-be3f-45f9-a7d8-6a5632c0cb85,447754886627,2026-01-03 14:41:24.000,1,SUCCESS,0,GBP
3a2c15f9-a476-4be3-81c1-ad6bbdceb8e0,c1a59e19-d60d-4be6-9545-e590bf7d21cf,447710582596,2026-01-03 14:55:32.000,2,SUCCESS,2.49,GBP
e5158c19-1007-4f0e-9e36-32adba3b76ce,dce37385-a4eb-4683-9fd3-c15a6f747baa,447735642793,2026-01-03 15:31:36.000,2,SUCCESS,2.99,GBP
b483dd3b-4959-4b5e-9eec-f9356016ea24,dce37385-a4eb-4683-9fd3-c15a6f747baa,447735642793,2026-01-03 15:32:38.000,1,SUCCESS,0,GBP
71d0d422-5441-457f-84cc-e165e18c1136,1aa9c6c0-4f35-4d96-af30-6163e545d5e7,447757908811,2026-01-03 15:38:02.000,1,FAILED,0,GBP
120063ed-ba6f-416a-97e2-058ae6d7424b,a53b7740-126f-4f1e-b6ff-611159d03f4d,447784190390,2026-01-03 15:43:14.000,2,SUCCESS,1.99,GBP
c7bc1072-5bc3-4736-b239-2761be3f1456,644616db-c2a4-4ccf-802d-695e22867b7c,447700997753,2026-01-03 15:46:05.000,2,SUCCESS,2.49,GBP
104be22c-a073-4bbb-aea8-bf712cdfb157,3ca72112-807d-4a84-abc1-41b0725a45f9,447731909375,2026-01-03 16:01:14.000,2,SUCCESS,2.49,GBP
7be120f2-29c7-4f2c-97ce-2655cfe1e5a1,ea33e99d-e2b7-4839-bbc7-ab9beb29f925,447762075226,2026-01-03 17:09:24.000,1,SUCCESS,0,GBP
70738b79-29aa-420e-ab0a-f054cc3c6c30,c54b7a19-3918-4e64-b618-0d7dd35e2ff4,447729824343,2026-01-03 17:30:10.000,2,PENDING,0,GBP
6a73e919-0e24-4461-947d-f88ba8e48104,d2acf16b-0692-4838-b3fc-21d2087b45ed,447722894239,2026-01-03 18:02:40.000,2,SUCCESS,2.49,GBP
47b2472d-e789-483d-b45c-9571f2dcafac,88a0635e-edf9-4e75-b7c8-99ba4b26e80d,447772300095,2026-01-03 18:18:37.000,1,FAILED,0,GBP
e2983bc1-56ae-4cdc-89d0-dd0b7a8f23b0,dc19572e-3289-42b9-ac8b-0aaacd9ab978,447741880742,2026-01-03 18:19:35.000,2,PENDING,0,GBP
7bad9ca1-ba2c-4b2c-85d8-68a27d87a0b0,782664da-4ed3-4ee2-b613-c5be7c5ed17d,447726037491,2026-01-03 20:10:54.000,2,FAILED,0,GBP
159c2f40-028f-4dc2-8f5d-2b25feb8871a,da91fdf6-2d52-499c-b2ef-f70b28288f50,447754294421,2026-01-03 21:14:54.000,1,FAILED,0,GBP
5c73f05e-4444-48da-a664-fc43af3526c3,00154470-62ed-4a98-9e9a-8f6a759013d5,447732964310,2026-01-03 21:51:21.000,1,PENDING,0,GBP
f599db35-413d-41fe-bf7e-f5301d4fd7c5,2a5ae4a1-1805-4510-9fed-804cc6e841b2,447736042076,2026-01-03 22:39:16.000,2,SUCCESS,2.49,GBP
19b5919d-b815-406e-8308-02d2bd3315f6,379de0f8-ef2c-4aee-bb54-c6d5d934de44,447740025496,2026-01-03 22:45:56.000,2,SUCCESS,2.49,GBP
8baaa9ba-e51d-4e38-a391-b17f75a5815d,ca4ae707-c458-4b08-a33b-39d2abb862ed,447713965235,2026-01-04 00:09:28.000,1,SUCCESS,0,GBP
55590b7b-6828-43f0-9cad-bf85376b8359,04fa0be6-e667-44df-ae56-953c4c96a235,447709197831,2026-01-04 00:09:48.000,2,FAILED,0,GBP
be1e6131-ff0e-4749-bf9b-954cf84bd063,02a61c9f-9cfc-4376-9b8d-34ca181e44a6,447790059214,2026-01-04 00:17:11.000,1,PENDING,0,GBP
f1bb7c02-c01b-4b72-b3db-6b74d017fb37,317bca7a-3941-457f-bcf6-6feb3ca82c43,447796046416,2026-01-04 00:19:46.000,1,FAILED,0,GBP
693fe85e-fbd8-4a39-a70b-bf5ff896d15d,cc33dc4e-2eb0-4caa-9c3d-6ec16f761818,447722309045,2026-01-04 00:20:53.000,1,SUCCESS,0,GBP
d8171d91-31cf-429b-aae8-f59731a9c1f5,77b04383-f850-4092-806c-f4c3c6522a21,447710494814,2026-01-04 01:26:53.000,2,FAILED,0,GBP
e5d30e32-124d-4df1-b974-e0b4354dd946,227e4e12-98a7-4c79-a970-964c32fb9178,447725499383,2026-01-04 01:37:38.000,1,FAILED,0,GBP
dfdf2ee7-15c9-4574-af35-b9e3f94c417b,cb592188-4e50-4ffb-af93-704ebb0edc72,447727034486,2026-01-04 01:48:03.000,2,SUCCESS,1.99,GBP
37aaf8e0-273d-4bf6-bd9c-aeba04a08722,9b01634b-50cd-4af3-a8d5-3554d4012345,447799111147,2026-01-04 02:40:59.000,2,FAILED,0,GBP
26de66ea-1755-4e8e-a277-a036e66e8463,e3de6189-bcaf-40f3-a9d5-f6412ebe7107,447787104002,2026-01-04 03:18:54.000,2,FAILED,0,GBP
