message_id,msisdn,received_time,tracking_code,service_id,delivery_status
6a87e2be-951a-4617-bf2f-e87cbab174e5,447718041425,2026-01-03 11:32:34.000,ZSNG,SVC_003,DELIVERED
733eea29-7cb7-4a46-b5d7-d54eff95d53b,447725723911,2026-01-03 11:58:09.000,UNH,SVC_001,DELIVERED
dc291021-5eb1-4a56-81ea-493ad6d8a353,447739188865,2026-01-03 12:28:56.000,GCV,SVC_002,DELIVERED
1f2228ca-d5ec-41b6-b04b-a01bbbe967a6,447755846121,2026-01-03 12:48:37.000,XBE,SVC_002,SMSC_QUEUED
314ccde8-2962-4b93-ba2d-53035e75840b,447797604643,2026-01-03 12:49:40.000,ROH,SVC_001,DELIVERED
850b1668-7e6c-4daf-87df-bb5c12a946e4,447717944986,2026-01-03 13:25:53.000,HQB,SVC_001,DELIVERED
7cbf8287-53d9-473f-a870-c3079f24f2eb,447713054921,2026-01-03 13:37:51.000,MNM,SVC_001,DELIVERED
72423839-dbe5-476a-8eb2-3b1fa2ff16c0,447737603939,2026-01-03 15:36:44.000,JQC,SVC_002,FAILED
670acac9-7ab8-4b84-ac69-ce63dbe115d2,447735380514,2026-01-03 19:27:42.000,FIR,SVC_002,DELIVERED
17a8a5d7-e7a5-4d28-a681-06cda8f8530a,447794380138,2026-01-03 20:14:36.000,IEO,SVC_002,SMSC_QUEUED
924fbc74-6980-49eb-bc3e-ac58eed48bd9,447754793270,2026-01-03 21:57:02.000,BSQ,SVC_002,FAILED
89492f01-05e1-4407-ac82-f47a5e4b82d7,447710670103,2026-01-03 22:10:37.000,KGP,SVC_001,SMSC_QUEUED
9dce417d-8a31-4b39-83e5-115471b0978d,447718717925,2026-01-03 22:15:50.000,OQU,SVC_001,SMSC_QUEUED
5352669b-34f9-4058-a901-5c60b4ff3f65,447732347208,2026-01-03 23:05:49.000,UUY,SVC_002,DELIVERED
a145e407-8fd1-48d6-b032-2f100c8e0be6,447746266777,2026-01-04 00:01:39.000,UUYQU,SVC_005,DELIVERED
e9d6d52f-ea1e-4308-9c4e-2df6f8dfbdd6,447783162177,2026-01-04 00:41:45.000,UYW,SVC_001,DELIVERED
37ac0bf3-d477-4bc8-82df-844b61e7cd2e,447761818316,2026-01-04 02:11:26.000,VDO,SVC_001,DELIVERED
ac1a820a-1fa9-4bad-9a99-20197bdeed75,447766576562,2026-01-04 02:15:35.000,TGT,SVC_001,DELIVERED
65d592a5-91a3-49de-94df-7ac75db47953,447713849845,2026-01-04 05:38:06.000,SNQ,SVC_001,DELIVERED
548c132f-9f2c-4da8-9897-10fae3ef1299,447781573331,2026-01-04 05:52:10.000,SSAX,SVC_001,DELIVERED
ec5b4e6e-c12f-4110-9df9-bdc4269ce8db,447777184447,2026-01-04 06:50:20.000,GFNB,SVC_004,DELIVERED
0db7a4cc-637e-453e-a821-9dd353576215,447728522012,2026-01-04 07:11:49.000,YGM,SVC_002,DELIVERED
cc26cb29-121b-4d96-98bd-21c1d4bc3237,447794173802,2026-01-04 07:58:16.000,EYJ,SVC_002,DELIVERED
2d664a4e-ecf3-446a-a056-949da45ff2de,447791213510,2026-01-04 09:09:31.000,WBK,SVC_001,DELIVERED
9f025785-c1c9-45ef-b285-e0c98e92a9bc,447753567431,2026-01-04 10:46:18.000,RMI,SVC_002,DELIVERED
5412b5a8-950d-4d32-8eca-16ccd58c3ea3,447725722691,2026-01-04 10:56:55.000,HHO,SVC_001,DELIVERED
0bd7b98e-5d78-4789-8f1a-58fb6a6e7fb9,447713454246,2026-01-04 12:38:37.000,NVH,SVC_001,SMSC_QUEUED
b270a8af-9b9a-4a2d-a2d2-e20761bd65cd,447743309767,2026-01-04 15:29:00.000,BWG,SVC_001,DELIVERED
fd824973-927f-491d-aaa2-0488c59665b0,447710139867,2026-01-04 15:36:29.000,RIH,SVC_002,SMSC_QUEUED
a18512a0-43d8-4325-a2ea-846e7549946f,447764595579,2026-01-04 16:37:27.000,FTJ,SVC_002,DELIVERED
c9b88745-74a7-41ed-93e7-43164c6155c7,447777397631,2026-01-04 17:20:06.000,NPW,SVC_001,SMSC_QUEUED
1f1e2b13-417e-4994-9b60-91eab3cec161,447772870005,2026-01-04 17:34:41.000,CSL,SVC_001,DELIVERED
d1932fdd-4b9d-4e84-a4a2-5ae540ed653b,447772331085,2026-01-04 17:46:54.000,KFD,SVC_001,DELIVERED
7d26b25e-e21a-47ea-bb23-b49c44d8cc30,447707907470,2026-01-04 17:58:32.000,SUO,SVC_002,SMSC_QUEUED
a71736cc-3457-47a2-a196-7e62e05becd0,447715067322,2026-01-04 19:44:03.000,ZBK,SVC_001,DELIVERED
354f7f20-c25f-476b-9692-d14e8351240d,447705015256,2026-01-04 19:45:45.000,SYX,SVC_002,DELIVERED
70ed1dbf-2d4b-483e-a7fc-fc4aeb78532c,447792399034,2026-01-04 20:39:26.000,OWX,SVC_001,SMSC_QUEUED
c5a17d83-b125-45f2-967b-39a1073d338b,447713372061,2026-01-04 22:40:32.000,GJM,SVC_001,DELIVERED
ab87294d-9593-408e-9aae-2600573b1545,447797115406,2026-01-04 23:58:34.000,QNKC,SVC_003,FAILED
15dacef5-1c66-4182-97ae-c6b022e877dc,447777132447,2026-01-05 02:55:41.000,WRK,SVC_002,DELIVERED
699d91ec-12b7-4e7c-9b3d-23b9a71946fa,447793973343,2026-01-05 03:11:50.000,CXELQ,SVC_005,SMSC_QUEUED
1bbc6cbc-4c03-4bb9-9c11-f0ef7e3b6c42,447735969068,2026-01-05 04:48:38.000,PVW,SVC_002,DELIVERED
ce2e506f-3a3f-4fcf-870e-ac11c7abca6e,447745375220,2026-01-05 05:31:24.000,GNI,SVC_001,DELIVERED
f8d4ad69-d4a8-428e-a571-6f968600889e,447715848645,2026-01-05 06:34:47.000,VEF,SVC_001,DELIVERED
dfb5f37c-470c-4778-9634-decd764f2737,447700038671,2026-01-05 08:18:35.000,NBL,SVC_002,DELIVERED
710922fd-416c-45b8-ae2d-a4df07add024,447720287279,2026-01-05 08:23:45.000,IBG,SVC_001,SMSC_QUEUED
2234a7ac-29d1-4729-8d49-bd35f12ff429,447753272608,2026-01-05 09:38:08.000,SWH,SVC_001,DELIVERED
8c6cf771-e481-4e82-b56f-9bc3bc1262e6,447763047881,2026-01-05 11:13:25.000,NYB,SVC_002,DELIVERED
9f6f81c7-deeb-488f-b87e-a97f5df9ba8a,447773205041,2026-01-05 14:22:27.000,BSD,SVC_001,DELIVERED
afd7f234-2527-4b29-a6ea-c5d70bae4909,447754817178,2026-01-05 14:45:45.000,LWY,SVC_002,DELIVERED
26084988-f223-46c9-9f7f-c6e0ab1e1874,447766253048,2026-01-05 15:03:26.000,KWC,SVC_002,DELIVERED
5c71c7d3-d765-423a-acc3-91a89149c31a,447750316822,2026-01-05 15:11:14.000,TKR,SVC_002,DELIVERED
50524468-9005-4956-829b-8e330474612f,447748657036,2026-01-05 16:26:52.000,VNE,SVC_002,DELIVERED
6888a0d9-1213-4a85-beaf-229086b372c6,447780625642,2026-01-05 16:37:42.000,FUZRV,SVC_005,DELIVERED
a87176a1-d8db-4568-9bbc-b632263d0aea,447730018482,2026-01-05 17:48:50.000,OXQ,SVC_002,DELIVERED
c583b65c-10fb-42db-b9da-680c74dafe9c,447709999487,2026-01-05 17:59:34.000,GXA,SVC_002,FAILED
56a35a96-45d9-4faa-9cfd-cbeb6f44120a,447734245274,2026-01-05 19:44:13.000,MRO,SVC_002,SMSC_QUEUED
0afbf114-7498-4dc5-8549-928d2400043e,447717198316,2026-01-05 20:25:50.000,DBG,SVC_002,SMSC_QUEUED
2d34e59d-cf38-466f-8dbf-cc08824adf4f,447793210120,2026-01-05 20:46:54.000,PDC,SVC_002,SMSC_QUEUED
2f7200b0-1b35-41ef-a602-66eb2e589f53,447779520435,2026-01-05 21:14:53.000,NZP,SVC_002,DELIVERED
64d1b1f4-dc14-4c79-ad22-19f634a05259,447700296875,2026-01-05 21:54:16.000,SLG,SVC_002,DELIVERED
c65ea9b1-ce28-43ab-86cb-95d5d3ed7bd2,447793355205,2026-01-05 22:05:07.000,YKQ,SVC_002,DELIVERED
efa5dc0d-6810-4cd9-bde4-1405acd910c4,447703737226,2026-01-05 23:19:47.000,RZL,SVC_001,DELIVERED
902a941c-2c5e-45cd-87b2-41fef54942af,447749965946,2026-01-05 23:29:33.000,QTT,SVC_002,DELIVERED
4d60405f-509e-43f4-bb32-cac2a5831f32,447736939903,2026-01-05 23:32:10.000,JUH,SVC_002,DELIVERED
bd2ed5d1-0046-473e-a342-25d137887cda,447791971126,2026-01-05 23:39:24.000,HNJ,SVC_001,DELIVERED
4d36fb89-2539-4f11-955a-aa03b6a56981,447757529712,2026-01-05 23:51:48.000,QOD,SVC_002,FAILED
e2e511bc-cf3b-4659-b88a-501a19573e19,447746995391,2026-01-06 00:01:47.000,CAN,SVC_001,DELIVERED
f37ec901-301b-41d9-b727-7cb98c280e26,447760177669,2026-01-06 00:04:35.000,OUW,SVC_001,SMSC_QUEUED
5a40e849-f0e1-4cf7-94e6-a75aa313354a,447719053183,2026-01-06 00:49:13.000,XCV,SVC_002,DELIVERED
f683e114-0a76-42b6-a6f3-83c4b41ba638,447799045757,2026-01-06 01:20:41.000,VHD,SVC_001,DELIVERED
740a9fee-b2e6-49ba-9b8a-f1779fc95345,447711840633,2026-01-06 04:01:13.000,KOY,SVC_002,DELIVERED
41770b5a-c8e2-406d-9062-db1ce9765fad,447745375402,2026-01-06 05:08:06.000,YSN,SVC_001,DELIVERED
3fc08c79-7bf8-4ef1-8344-844b747684c5,447780573304,2026-01-06 05:12:42.000,LPHY,SVC_004,DELIVERED
c5dd57fe-e302-4b7a-8108-ec2595c3c8bd,447764590553,2026-01-06 07:06:41.000,GYD,SVC_002,FAILED
03bbeda7-d7eb-4d4d-a2a4-1482fbcb6676,447751909143,2026-01-06 10:53:50.000,LAU,SVC_002,DELIVERED
5c6a3a70-e19f-422c-aac2-247c6a007f33,447728684085,2026-01-06 10:57:24.000,DPJ,SVC_001,SMSC_QUEUED
7e265e6b-4f40-4bb1-b228-6daf9b09bb2a,447773124637,2026-01-06 12:44:07.000,LRR,SVC_001,DELIVERED
48711373-18a3-4605-95e9-ac94de77fea7,447703101502,2026-01-06 13:04:29.000,TUI,SVC_001,DELIVERED
7ff9712b-b4e5-4f4e-ac18-6c104ae9bd8a,447738566545,2026-01-06 13:09:02.000,ZTG,SVC_002,DELIVERED
ebdc4bf1-2df9-4133-928e-7d5059373603,447776508846,2026-01-06 17:18:19.000,MFA,SVC_002,DELIVERED
8cf048f4-007d-48b7-8e74-92c71897a5d9,447771483531,2026-01-06 18:00:43.000,KFC,SVC_001,FAILED
c02c617e-8096-47a4-b752-418614810786,447755925081,2026-01-06 18:09:20.000,VIZ,SVC_001,DELIVERED
5e7e8794-8086-4442-bee4-6ec45b1ed621,447723575893,2026-01-06 19:22:53.000,BTB,SVC_002,DELIVERED
0b1d34e8-8da2-492f-90ef-8078aadf7127,447761780642,2026-01-06 19:35:29.000,UWN,SVC_002,DELIVERED
285e7e85-aaa2-4e44-86ad-3d3a73cda2e7,447772875453,2026-01-06 19:46:02.000,PLK,SVC_001,DELIVERED
9ddce1dc-c63f-4d30-aea5-b22ca764fb3e,447770131288,2026-01-06 20:04:55.000,BJQ,SVC_002,FAILED
241ec9f5-929b-484c-a516-351fda091f14,447731110160,2026-01-06 20:19:06.000,KBY,SVC_002,FAILED
e9942284-4144-4f7b-927b-cd33e46041db,447735988846,2026-01-06 20:19:32.000,AML,SVC_002,FAILED
4ba36841-903c-4842-bb56-eadd932f9901,447741912488,2026-01-06 22:06:00.000,PIO,SVC_001,DELIVERED
f0cf70d0-239a-431a-a2ae-5e962b339698,447703558085,2026-01-06 23:12:08.000,SPT,SVC_001,DELIVERED
564d395d-f482-46b3-bf84-eb84af3af9b5,447726351512,2026-01-06 23:26:12.000,AYR,SVC_002,DELIVERED
b7d1b695-051b-47e3-a6c3-341cff9a58fc,447780472481,2026-01-06 23:57:24.000,BFF,SVC_002,DELIVERED
5ca28fd7-3423-4130-8646-a3ac4567474b,447792267108,2026-01-07 00:31:02.000,CDY,SVC_001,SMSC_QUEUED
1ff761ec-587b-4267-a708-a4a417ad5f8f,447748304572,2026-01-07 00:41:54.000,SEI,SVC_002,DELIVERED
45effab0-3173-48f9-8720-4e9c5e2d96de,447751745942,2026-01-07 02:49:50.000,OHP,SVC_001,DELIVERED
db355278-aff8-451d-a2bd-ca74680e0639,447769287238,2026-01-07 03:15:19.000,YWI,SVC_001,DELIVERED
9a35691a-e9c2-4544-8fc9-54f659d622df,447736596305,2026-01-07 06:10:29.000,HSGY,SVC_002,DELIVERED
db44df44-38c6-47ef-9f03-73f7d6b436ec,447755239160,2026-01-07 07:06:47.000,ZUSAK,SVC_002,FAILED
ebf073c4-1738-41bf-b5b3-6bdc6e43a205,447738200601,2026-01-07 07:46:08.000,LRV,SVC_001,DELIVERED
f655694d-20b6-441e-9d53-10330478fb7c,447761993288,2026-01-07 09:32:32.000,LLMZ,SVC_004,DELIVERED
377f8334-76f3-44e9-aa4d-7065cee16c30,447716768553,2026-01-07 09:43:58.000,TMN,SVC_001,DELIVERED
11bb8923-ee83-4353-a5db-b3035052bc38,447714851771,2026-01-07 13:33:15.000,EOT,SVC_001,SMSC_QUEUED
07783ff4-1f84-4d69-87fb-0f271b7ab3e5,447741636376,2026-01-07 13:46:22.000,URL,SVC_001,SMSC_QUEUED
da91ca2a-8f53-4650-85f4-54ffdad6c721,447716020678,2026-01-07 14:52:31.000,LVW,SVC_001,DELIVERED
c75159ce-5575-4a2f-931e-aa8ff31fec5e,447734329893,2026-01-07 15:36:57.000,OLT,SVC_002,DELIVERED
199b17e1-93b1-4143-966f-567f774df97c,447714799636,2026-01-07 16:52:25.000,XNU,SVC_001,DELIVERED
cbed7d8c-9e59-46f7-92b2-27b032760142,447773287085,2026-01-07 17:33:22.000,UJA,SVC_002,DELIVERED
c0fd8c98-ce7a-45b7-941a-913b02c35f3d,447798425160,2026-01-07 18:43:11.000,QIE,SVC_002,DELIVERED
83af4944-5e90-4c81-a4ab-521d169bd55f,447785782000,2026-01-07 18:56:19.000,RRA,SVC_001,SMSC_QUEUED
b2301b0a-6354-4e1f-9662-7b2223efec80,447762755959,2026-01-07 19:39:50.000,HOBZA,SVC_003,DELIVERED
2a716214-e555-4c7a-9a32-f5a59cd108ed,447782117144,2026-01-07 20:58:56.000,KDB,SVC_002,FAILED
8495c615-f87b-489f-9d5d-340d80daed9b,447787334450,2026-01-07 21:49:25.000,FRQFB,SVC_004,SMSC_QUEUED
82f349f3-4a67-4f0f-beec-4e845c1d5bb8,447714655628,2026-01-08 01:59:40.000,UWY,SVC_002,DELIVERED
9bbab10b-1165-4cba-8d9d-2f23303cb0d7,447785686715,2026-01-08 03:52:19.000,YRF,SVC_001,FAILED
31c97867-1e0f-4cca-9380-caffb8ce99e2,447790595685,2026-01-08 04:39:54.000,OLUA,SVC_003,FAILED
a373c1d2-eb96-486f-a256-efdcdb28ea4e,447767606417,2026-01-08 08:54:28.000,TAR,SVC_002,DELIVERED
c15b7445-67c6-49a6-a3b9-fa5785cabec2,447705667242,2026-01-08 09:11:50.000,LMO,SVC_002,SMSC_QUEUED
71ee5029-fb9d-4ac2-a865-27c5a0bc37e1,447708816329,2026-01-08 09:18:51.000,ADBEH,SVC_003,DELIVERED
266e432c-0a06-4d44-b7dc-34ca819f8782,447750571501,2026-01-08 10:03:25.000,UZB,SVC_001,SMSC_QUEUED
4611bffd-379a-4bce-96b3-a4cd8b72aec4,447716525687,2026-01-08 10:09:35.000,EYL,SVC_002,SMSC_QUEUED
e6f38f02-e6f3-4f01-b7f4-6c837195a231,447700991502,2026-01-08 10:12:09.000,RLP,SVC_002,FAILED
e30927ce-a0e2-412f-b973-504f37ce2d44,447769039212,2026-01-08 10:32:27.000,JDQ,SVC_002,DELIVERED
d73588d0-11e2-458c-a2f6-097a34afa4f2,447783100528,2026-01-08 11:19:06.000,NSE,SVC_001,SMSC_QUEUED
487f1f7f-5d49-41fb-89d0-ce6db8f2157d,447785092706,2026-01-08 11:21:16.000,DNF,SVC_001,DELIVERED
52735fcd-0d68-404a-a012-fefe507f74cc,447735518658,2026-01-08 11:42:07.000,AQI,SVC_002,DELIVERED
2985bfc4-e6f0-47dd-8abe-924379e8b56e,447762532118,2026-01-08 11:59:41.000,AQR,SVC_002,DELIVERED
b477c595-b6b5-431a-992f-96b68f87b955,447776276328,2026-01-08 12:10:17.000,RWT,SVC_002,FAILED
f249c514-299b-4c4f-94bf-abfd2f57c7bf,447780567003,2026-01-08 15:00:36.000,KDV,SVC_001,DELIVERED
5bc637b3-2380-4b72-a2bd-e6f0bf5bd1aa,447724433333,2026-01-08 15:11:34.000,HQQ,SVC_002,DELIVERED
0a3495fe-8f70-40b6-a087-36e74e0142dd,447742190808,2026-01-08 18:23:16.000,OXO,SVC_001,SMSC_QUEUED
22f64727-dab6-4871-a97d-8275c87c5237,447743137811,2026-01-08 19:15:34.000,IEC,SVC_001,DELIVERED
68304c17-d9de-4419-a889-4f6d62e0a08d,447777554445,2026-01-08 21:33:39.000,KZE,SVC_001,DELIVERED
39178ef2-0dff-4dd6-afdb-baa3db20f1ca,447721341579,2026-01-08 22:24:17.000,FDIOM,SVC_001,DELIVERED
31822169-4bbb-4146-ba5f-5242e1c71f52,447726485314,2026-01-08 23:32:45.000,XMAP,SVC_001,DELIVERED
ed51002c-2c77-4f78-8dae-77cd7e007f39,447787503016,2026-01-09 01:29:48.000,YOA,SVC_001,DELIVERED
68cc3f36-ab75-456d-9c75-9529a62e565d,447767600410,2026-01-09 02:03:31.000,CVSIV,SVC_001,DELIVERED
529bdd21-790b-43d5-960f-c179b1e60b52,447784808891,2026-01-09 02:27:31.000,FFQ,SVC_002,DELIVERED
5611e722-5a85-491e-bf93-c3473d0e7c04,447781660278,2026-01-09 04:01:12.000,YCM,SVC_001,FAILED
c30174c4-f67d-4ab2-92fa-098f9b5dd74e,447706866743,2026-01-09 04:02:38.000,WXV,SVC_001,DELIVERED
7c53f875-1332-4dc1-93ad-f8ceade3aa59,447757736609,2026-01-09 06:02:51.000,JKC,SVC_001,DELIVERED
63ab22af-38bc-4e8c-9931-218c45edf118,447752745476,2026-01-09 07:36:56.000,FEQ,SVC_001,FAILED
7a0251a5-3911-4b3a-8fb0-0f92c9d241fc,447792707560,2026-01-09 07:58:51.000,VMV,SVC_002,DELIVERED
e0d402fd-184a-4768-b7c3-46c3189ce6b7,447729156708,2026-01-09 09:57:21.000,KFCDW,SVC_003,DELIVERED
991e94b0-08be-4ba1-94c4-b44cb899b2fb,447799192718,2026-01-09 10:10:29.000,BYG,SVC_001,DELIVERED
d55ee2d9-5c48-483b-8716-4044b894053d,447706832501,2026-01-09 10:22:31.000,DWU,SVC_002,DELIVERED
a1f52127-49b0-4991-8464-5e925a0515fa,447752770807,2026-01-09 12:33:02.000,YUA,SVC_002,DELIVERED
dc870e7b-b22b-4f99-a716-f7624c203017,447717109250,2026-01-09 14:45:33.000,SNO,SVC_001,DELIVERED
ca2ae749-647f-4c29-9963-e0d97b534609,447791380097,2026-01-09 15:21:30.000,TDM,SVC_001,DELIVERED
3e0063cb-bf64-4fdc-851f-508aa0a0e981,447744785374,2026-01-09 17:48:16.000,WJE,SVC_002,DELIVERED
74d77a78-5472-41bd-9fad-f74bd2166dc6,447754567575,2026-01-09 18:42:53.000,LBI,SVC_002,DELIVERED
d8c3cb45-5993-4932-b2ea-2d3fbd494e11,447768026559,2026-01-09 19:25:51.000,PKT,SVC_002,DELIVERED
ddeb6721-5340-453a-bae6-27fa5c5d496f,447759876930,2026-01-09 20:05:26.000,LHE,SVC_002,DELIVERED
6656e34a-6427-42e9-8071-587a8a4fef07,447707777983,2026-01-09 21:32:55.000,SNZ,SVC_001,DELIVERED
db53c136-8b79-45c6-8667-d3d2d1afbf75,447775279552,2026-01-09 23:38:49.000,ZUI,SVC_001,FAILED
756fb7cd-0a27-4cb2-b629-d4d4b13aa728,447750065675,2026-01-10 03:22:36.000,SZA,SVC_002,DELIVERED
