"order_id","order_date","quantity","customer_id","name","email","phone","address","birthdate","product_id","name (Right)","category","price","stock"
75,"2023-10-10",9,42,"Christy White","Christy@default.com",123456789,"43126 Jones Park Apt. 077, South Kelly, OR 09407","2005-10-24",46,"Couple","Beauty",135.67,379
76,"2024-05-08",1,782,"Adam Gilbert","Adam@default.com",123456789,"51683 Daniel Ports, North Carolinechester, OR 67525","1979-01-19",67,"Among","Clothing",78.31,180
77,"2025-07-09",6,775,"Brian Browning","Brian@default.com",123456789,"701 Bishop Vista Suite 105, Joshuamouth, IA 55740","1969-09-14",223,"Once","Electronics",43.35,988
78,"2024-12-04",3,180,"Kathleen Barnes","Kathleen@default.com",123456789,"311 Singleton Bypass Suite 039, Mariahchester, MT 19275","2007-06-29",220,"Public","Home",263.04,451
79,"2023-12-10",10,482,"Matthew Frost","Matthew@default.com",123456789,"3781 John Groves Apt. 930, South Jamie, VA 93774","1963-01-14",207,"Score","Electronics",446.26,966
80,"2024-01-30",3,532,"Scott Grant","Scott@default.com",123456789,"69132 Adam Mills Suite 965, Lake Andrewberg, WA 32330","2000-12-13",220,"Public","Home",263.04,451
81,"2024-02-03",5,668,"Linda Young","Linda@default.com",123456789,"6077 Woodard Unions Suite 033, Reneebury, CA 13652","1967-11-21",245,"Herself","Clothing",179.12,87
82,"2024-10-17",1,453,"John Herrera","John@default.com",123456789,"808 Johnson Gateway Suite 255, Bryanland, AZ 20212","1962-09-30",197,"Onto","Clothing",261.39,725
83,"2023-09-13",8,939,"Tiffany Rios","Tiffany@default.com",123456789,"62989 Austin Circles Suite 268, Williamshire, IN 87943","1957-07-29",3,"Suffer","Books",212.52,117
84,"2024-02-01",6,285,"Jaime Klein","Jaime@default.com",123456789,"681 Richardson Street, North Michelleburgh, SC 97832","1972-01-19",20,"Fire","Beauty",110.51,964
85,"2023-12-04",6,186,"Renee Santos","Renee@default.com",123456789,"57744 Meghan Land, Port Dominique, NH 81033","1967-08-29",274,"Sort","Books",166.79,970
86,"2024-10-15",4,600,"Mark Kelley","Mark@default.com",374872007,"3461 Christopher Extension Suite 473, East Tracy, MI 99353","1964-05-24",103,"Lay","Beauty",398.7,506
87,"2025-03-10",7,447,"Kathryn Phelps","Kathryn@default.com",123456789,"38023 Collins Manor, Lake Geraldview, VA 37873","1959-10-02",192,"Back","Electronics",386.17,232
88,"2023-10-05",7,651,"Chad Ferguson","Chad@default.com",123456789,"6569 Kathleen Bridge Apt. 813, East Colton, NJ 97784","1962-08-14",8,"Heart","Beauty",359.51,318
89,"2024-06-15",7,834,"April Bass","April@default.com",123456789,"4255 Kemp Bridge, Lake Kennethstad, KS 33263","1969-10-06",165,"Front","Beauty",239.23,123
90,"2024-01-25",9,504,"Philip Ruiz","Philip@default.com",123456789,"86183 Lisa Lock Suite 693, Hudsonberg, AR 39300","1966-02-12",272,"Me","Clothing",192.66,757
91,"2025-06-22",5,993,"Tyler Smith","Tyler@default.com",123456789,"6586 Graham Highway, North Michaelchester, UT 57067","1976-01-12",98,"Side","Clothing",430,624
92,"2024-11-03",6,94,"Ashley Clarke","Ashley@default.com",123456789,"068 Ashley Road Suite 816, Brownfort, CO 06733","1991-10-07",10,"Task","Beauty",200.91,592
93,"2025-01-29",10,482,"Matthew Frost","Matthew@default.com",123456789,"3781 John Groves Apt. 930, South Jamie, VA 93774","1963-01-14",3,"Suffer","Books",212.52,117
94,"2024-07-28",1,357,"Donald Scott","Donald@default.com",123456789,"9500 Brown Lock, New Moniquetown, WI 55981","1996-08-12",128,"Necessary","Beauty",290.41,500
95,"2024-10-10",10,419,"Terry Mcmahon","Terry@default.com",123456789,"64221 Christopher Skyway, New Tiffanytown, CT 70689","1977-12-25",116,"Throw","Electronics",62.09,718
96,"2024-04-28",1,342,"Tanya Harrison","Tanya@default.com",123456789,"27999 Cameron Turnpike Apt. 316, Youngstad, KS 18210","1995-08-09",177,"Say","Beauty",103.57,221
97,"2024-11-23",3,329,"Terry Cochran","Terry@default.com",123456789,"Unit 6661 Box 8495, DPO AP 96764","1977-10-02",160,"Beautiful","Books",292.09,464
98,"2023-08-09",3,687,"Jeremiah Taylor","Jeremiah@default.com",123456789,"050 Stevens Summit Suite 371, Port Brianton, AL 03230","2002-04-05",67,"Among","Clothing",78.31,180
99,"2023-11-12",6,108,"Ashley Wood","Ashley@default.com",123456789,"088 Krista Way, Whiteside, AL 32480","1972-08-09",53,"Require","Books",6.76,430
100,"2023-12-09",10,879,"Mark Williams","Mark@default.com",123456789,"846 Martin Land, Rayside, ND 34928","2001-12-01",197,"Onto","Clothing",261.39,725
101,"2025-02-26",10,165,"Michael Bishop","Michael@default.com",123456789,"4557 Lauren Coves, Carterton, TN 34094","1961-03-09",258,"Media","Home",341.18,389
102,"2025-05-28",10,338,"Michelle Becker","Michelle@default.com",123456789,"640 Wilkins Skyway Suite 937, South Ryan, ND 56352","1966-05-28",157,"Live","Home",5.2,338
103,"2023-11-28",10,422,"James Sanchez","James@default.com",123456789,"629 James Rapids, Jessicabury, DC 23949","1958-03-13",86,"Deal","Electronics",441.3,872
104,"2025-06-27",7,711,"James Jensen","James@default.com",123456789,"39542 Smith Port Suite 348, South Carol, MD 53422","1970-05-03",34,"Whether","Clothing",153.19,700
105,"2023-12-14",7,508,"Gary Mckenzie","Gary@default.com",123456789,"529 Robert View Apt. 974, West Danielle, MA 18889","1975-04-29",24,"Go","Clothing",440.24,606
106,"2023-10-24",4,296,"Dale Higgins","Dale@default.com",123456789,"4041 Jessica Spring, Johnburgh, MI 05447","1960-05-13",153,"Actually","Beauty",451.89,352
107,"2024-04-06",7,679,"Stephanie Bryant","Stephanie@default.com",123456789,"7477 Taylor Cliffs, Meganport, MD 06608","1959-07-15",149,"Red","Clothing",68.01,377
108,"2023-12-31",2,968,"Shawn Powell","Shawn@default.com",123456789,"USNS Morgan, FPO AE 99532","1989-02-09",234,"Begin","Electronics",273.59,75
109,"2024-04-12",9,411,"Kevin Garcia","Kevin@default.com",123456789,"71074 Beverly Isle Suite 356, East Makaylamouth, NE 51964","2004-10-29",267,"Let","Home",18.42,582
110,"2024-05-24",7,834,"April Bass","April@default.com",123456789,"4255 Kemp Bridge, Lake Kennethstad, KS 33263","1969-10-06",269,"Author","Home",72.17,61
111,"2024-01-30",4,779,"Michelle Anderson","Michelle@default.com",123456789,"715 Peter Lakes Suite 123, Gainesville, KS 12106","1955-08-05",173,"Sense","Home",410.12,780
112,"2023-07-31",8,564,"Michelle Briggs","Michelle@default.com",123456789,"573 Sarah Grove Apt. 887, Earltown, FL 19954","1993-08-18",223,"Once","Electronics",43.35,988
113,"2025-06-23",2,38,"Daniel Cole","Daniel@default.com",123456789,"860 Danny Turnpike Suite 938, North Margaretland, MA 92126","1958-09-09",69,"Entire","Books",157.59,534
114,"2025-02-10",6,466,"Ann Allison","Ann@default.com",123456789,"264 Albert Neck, New Lauraside, AR 40082","1988-07-16",176,"Body","Books",116.2,196
115,"2024-02-16",10,91,"Jacob Gonzalez","Jacob@default.com",123456789,"4980 Lisa Coves, Morenofurt, KS 74412","2000-02-18",251,"Tonight","Beauty",275.34,620
116,"2025-03-27",8,323,"Victoria Powell","Victoria@default.com",123456789,"1217 Hernandez Meadow Suite 003, Stevenchester, AK 90361","2006-10-28",184,"Remember","Home",316.73,778
117,"2024-01-25",5,259,"Laura Warren","Laura@default.com",123456789,"2351 Craig Plains Apt. 317, Robinsonmouth, MN 60830","1997-06-15",97,"Million","Home",436.72,583
118,"2025-01-05",2,332,"Jennifer Anderson","Jennifer@default.com",842572166,"72500 Zachary Springs, Tinaville, GA 22577","1980-09-26",85,"Remember","Clothing",406.33,330
119,"2024-02-06",3,119,"Katherine Johnson","Katherine@default.com",123456789,"23524 Pollard Bridge Suite 492, Cruzborough, CA 57661","1960-02-12",207,"Score","Electronics",446.26,966
120,"2024-10-26",2,994,"Miranda Phillips","Miranda@default.com",123456789,"PSC 2046, Box 0214, APO AP 35484","1961-08-10",10,"Task","Beauty",200.91,592
121,"2024-11-27",9,792,"Ashley Young","Ashley@default.com",123456789,"2243 Jennifer Dale Suite 944, West Robertburgh, DE 28921","1987-03-30",117,"Office","Clothing",485.35,901
122,"2024-09-15",3,414,"Jonathan Ruiz","Jonathan@default.com",123456789,"1180 Jacob Cove Suite 017, Lisaton, OH 29881","1993-03-31",115,"We","Electronics",469.92,610
123,"2025-06-30",1,886,"Amy Drake","Amy@default.com",123456789,"8924 Amber River, Johnview, TN 55071","1990-03-21",68,"Do","Books",68.09,751
124,"2025-06-22",10,527,"Caitlin Murphy","Caitlin@default.com",123456789,"8802 Williams Port Suite 726, Michaelfurt, SC 60655","1985-04-24",109,"List","Books",483.61,363
125,"2023-08-12",8,845,"Brianna Doyle","Brianna@default.com",123456789,"6071 Michelle Trail Suite 105, West Jenniferbury, HI 46233","1972-03-28",12,"Appear","Electronics",153.5,951
126,"2024-09-05",1,2,"Tracy Wagner","Tracy@default.com",123456789,"605 Monica Flats Suite 925, South Joshua, WA 28783","1998-08-25",259,"Their","Clothing",205.14,461
127,"2025-04-27",3,674,"Taylor Ross","Taylor@default.com",123456789,"35318 Brady Curve, West Lisaview, IA 78672","1970-01-01",87,"Impact","Books",17.27,251
128,"2025-02-12",4,891,"Jerry Mendez","Jerry@default.com",867836113,"2432 Jeremy Islands, Howardport, IL 67246","1988-02-19",64,"Mother","Books",275.07,724
129,"2023-12-04",2,556,"Theresa Matthews","Theresa@default.com",123456789,"Unit 3987 Box 9097, DPO AP 48622","1961-11-24",188,"International","Home",125.77,102
130,"2023-12-06",7,474,"Lori Brown","Lori@default.com",123456789,"0085 Jacobson Lights Suite 111, Jasonchester, UT 69129","2002-11-11",20,"Fire","Beauty",110.51,964
131,"2024-11-24",5,424,"Francis Rivera","Francis@default.com",123456789,"728 Robert Lights, North Julian, AR 98282","1993-08-05",193,"Final","Books",57.76,369
132,"2024-10-03",4,56,"Scott Conley","Scott@default.com",123456789,"1480 Jackson Plaza, Jadeside, AL 82933","1980-03-07",131,"Happy","Beauty",5.84,246
133,"2025-06-20",4,193,"Joseph Henderson","Joseph@default.com",123456789,"03104 Emily Drives Apt. 237, Sarahhaven, WV 28432","1976-10-10",274,"Sort","Books",166.79,970
134,"2025-05-11",5,531,"Mr. Kevin Williams","Mr.@default.com",123456789,"12379 Christina Haven Suite 650, Lake Lori, NE 97491","1995-10-19",25,"Five","Home",187.92,707
135,"2025-07-20",9,371,"Michael Jones","Michael@default.com",123456789,"3192 Swanson Keys, Jonathanview, IN 89237","1976-09-05",25,"Five","Home",187.92,707
136,"2025-06-07",2,638,"Joseph Wilson","Joseph@default.com",123456789,"25042 Aaron Lock, Lake Matthewborough, DC 62622","1979-05-27",56,"Deal","Electronics",134.67,108
137,"2024-06-29",8,775,"Brian Browning","Brian@default.com",123456789,"701 Bishop Vista Suite 105, Joshuamouth, IA 55740","1969-09-14",11,"Newspaper","Home",337.49,26
138,"2025-02-08",1,511,"Kristopher Lynch","Kristopher@default.com",123456789,"178 Ellis Canyon Suite 130, Fletcherside, UT 99579","1967-08-23",25,"Five","Home",187.92,707
139,"2024-06-01",6,641,"Ryan Warner","Ryan@default.com",123456789,"292 Garcia Neck Suite 120, East Anthonychester, KY 49874","2005-07-21",60,"Low","Electronics",9.79,650
140,"2024-09-09",9,453,"John Herrera","John@default.com",123456789,"808 Johnson Gateway Suite 255, Bryanland, AZ 20212","1962-09-30",214,"Professor","Clothing",373.11,893
141,"2024-10-19",1,779,"Michelle Anderson","Michelle@default.com",123456789,"715 Peter Lakes Suite 123, Gainesville, KS 12106","1955-08-05",228,"End","Home",73.5,489
142,"2024-03-26",3,53,"Ashley Sawyer","Ashley@default.com",123456789,"5694 Jones Street, Fordmouth, MI 03632","1960-07-30",195,"Stage","Beauty",92.06,309
143,"2024-03-30",6,209,"Monique Wheeler","Monique@default.com",123456789,"598 Jones Springs Suite 057, Lake Patricia, WV 43043","1960-06-30",64,"Mother","Books",275.07,724
144,"2024-05-04",7,274,"Matthew Padilla","Matthew@default.com",123456789,"Unit 6047 Box 9463, DPO AP 51064","1988-10-10",281,"East","Electronics",14.59,83
145,"2023-07-27",7,563,"John Franklin","John@default.com",123456789,"50624 White Mission, North Jacobmouth, DE 52351","1984-02-09",130,"High","Electronics",355.85,776
146,"2025-03-17",3,135,"Susan Bullock","Susan@default.com",123456789,"8800 Whitehead Squares, North Jenniferport, KY 96173","1960-05-18",243,"Fill","Books",193.29,971
147,"2023-10-09",2,950,"Jacob Thomas","Jacob@default.com",123456789,"5758 Kimberly Bridge, Johnton, IN 83146","1984-10-02",79,"Personal","Home",206.16,476
148,"2025-07-06",3,295,"Sarah Drake","Sarah@default.com",123456789,"7048 Joshua Creek Suite 666, Lake Carlos, ID 06514","1987-03-14",106,"Doctor","Home",100.6,186
149,"2025-05-01",9,449,"Mark Cooper","Mark@default.com",123456789,"1797 Christina Road, Ravenview, DC 83904","1974-10-09",5,"Land","Clothing",263.78,838
150,"2023-10-25",7,902,"James Mcconnell","James@default.com",123456789,"63249 Evans Canyon, New Abigailfurt, NH 21686","1973-01-02",155,"Defense","Beauty",153.97,763
151,"2024-11-17",8,716,"Richard Henderson","Richard@default.com",123456789,"49806 Tina Bridge, South Jennifer, NV 02625","1960-10-24",216,"Among","Beauty",133.3,587
152,"2023-09-04",2,497,"Rita Sims","Rita@default.com",123456789,"562 Rich Way, East Loriland, MA 53778","1962-09-10",52,"Blood","Beauty",141.96,869
153,"2025-02-24",7,125,"Mark Hudson","Mark@default.com",123456789,"16320 Moore Estate Suite 823, Port Christopher, GA 34788","1998-05-30",267,"Let","Home",18.42,582
154,"2023-07-22",4,30,"Joseph Day","Joseph@default.com",123456789,"1341 Richmond Branch, South Darryl, CT 42007","1980-12-04",139,"Management","Electronics",333.8,17
155,"2024-10-12",3,997,"Paul Henderson","Paul@default.com",780985407,"Unit 2600 Box 0547, DPO AE 15933","1977-08-13",71,"Letter","Books",399.08,666
156,"2023-12-08",4,646,"Jordan Tucker","Jordan@default.com",123456789,"437 Ryan Plaza Suite 377, Mendezside, DC 44546","1989-11-25",215,"Drop","Beauty",239.96,12
157,"2024-08-14",5,624,"Stacy Davis","Stacy@default.com",123456789,"640 Williamson Hollow, North Williamtown, TN 86092","1980-11-19",54,"Thousand","Beauty",386.7,842
158,"2025-06-04",7,819,"Barbara Willis","Barbara@default.com",123456789,"6318 Wood Camp, Robertoview, MA 97738","2000-03-09",262,"Doctor","Clothing",68.18,304
159,"2023-10-11",8,246,"Angela Duncan","Angela@default.com",123456789,"PSC 4372, Box 4338, APO AP 12936","1977-02-20",61,"Sit","Clothing",42.25,912
160,"2023-11-21",3,727,"Felicia Velasquez","Felicia@default.com",123456789,"61742 Jesus Pine, East Ashley, WV 59538","1976-12-12",145,"Interest","Books",158.1,249
