"order_id","quantity","order_date","year_of_order","customer_id","name","email","gender","birthdate","category","year_of_birthdate","age_customer","group age","product_id","product_name","category (Right)","price","cost","margin_price_cost","payment_method","payment_status","payment_date","payment_method (#1)","shipping_date","shipping_fee","shipping_status","rating","comment","rating_language","revenue","profit","product profit"
"ORD10043",1,"2024-09-18",2024,"CUST1288","Lisa Allen","barbaramoore@anderson.biz","Female","1995-09-11","Loyal",1995,30,"Group 18 - 30","PROD1022","Home","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-09-18","Bank","2024-09-22",14.69,"Shipped",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10044",5,"2025-02-12",2025,"CUST1436","Ralph Anderson","jenkinsmichael@hotmail.com","Other","2002-12-31","Regular",2002,23,"Group 18 - 30","PROD1021","Future","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2025-02-16","Card","2025-02-18",7.87,"Delayed",1,"Story offer surface senior.","Very Bad",496.59999999999997,164.3,32.86
"ORD10045",1,"2024-06-13",2024,"CUST1149","Stephanie Manning","ytaylor@wagner.biz","Male","1961-11-19","Loyal",1961,64,"Group 60","PROD1047","Article","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-06-16","Bank","2024-06-16",16.72,"Pending",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10046",2,"2023-01-10",2023,"CUST1276","Wayne Morgan","racheltrujillo@powell.com","Other","1970-04-04","Regular",1970,55,"Group 30 - 60","PROD1018","Better","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-01-13","Bank","2023-01-13",15.58,"Pending",1,"Former social drive like live some adult customer her.","Very Bad",198.64,65.72,32.86
"ORD10047",5,"2023-04-02",2023,"CUST1197","Spencer Haynes","randolphandrew@reed.com","Other","1969-11-22","New",1969,56,"Group 30 - 60","PROD1045","Determine","Books",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-04-02","Cash","2023-04-08",9.51,"Delayed",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10048",5,"2023-05-19",2023,"CUST1069","William Baker","vegadorothy@hotmail.com","Male","1977-12-27","VIP",1977,48,"Group 30 - 60","PROD1002","Feel","Groceries",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-05-19","Cash","2023-05-20",5.78,"Cancelled",2,"News team purpose law themselves near.","Bad",496.59999999999997,164.3,32.86
"ORD10049",4,"2024-04-25",2024,"CUST1111","Shannon Walker","llopez@hotmail.com","Female","1968-05-30","Loyal",1968,57,"Group 30 - 60","PROD1041","Job","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-04-27","Bank","2024-04-28",5.33,"Delayed",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10050",3,"2024-03-24",2024,"CUST1003","Daniel Wagner","taylorcharles@roach.com","Other","1969-07-26","Loyal",1969,56,"Group 30 - 60","PROD1018","Better","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-03-28","Bank","2024-03-29",17.1,"Cancelled",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10051",1,"2023-11-29",2023,"CUST1349","Theodore Jones Jr.","vaughangary@hotmail.com","Other","1981-06-18","Regular",1981,44,"Group 30 - 60","PROD1008","Page","Groceries",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-12-01","Cash","2023-12-02",1.16,"Shipped",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10052",1,"2025-05-18",2025,"CUST1330","Vanessa Howard","glenda22@daniels.com","Male","1975-11-02","Regular",1975,50,"Group 30 - 60","PROD1027","Son","Beauty",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2025-05-19","Bank","2025-05-20",15.04,"Shipped",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10053",4,"2023-12-06",2023,"CUST1445","Tracy Montoya","johnmitchell@hotmail.com","Male","1997-03-04","New",1997,28,"Group 18 - 30","PROD1019","Special","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-12-07","Bank","2023-12-11",15.59,"Pending",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10054",4,"2023-02-21",2023,"CUST1317","Ashley Hall","hwest@mcgee-smith.biz","Female","1987-11-19","VIP",1987,38,"Group 30 - 60","PROD1044","Safe","Books",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-02-21","Card","2023-02-27",9.71,"Delayed",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10055",3,"2024-12-07",2024,"CUST1349","Theodore Jones Jr.","vaughangary@hotmail.com","Other","1981-06-18","Regular",1981,44,"Group 30 - 60","PROD1006","Scene","Books",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-12-10","Bank","2024-12-07",4.53,"Delayed",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10056",3,"2024-04-10",2024,"CUST1094","John Whitehead","jenniferfreeman@mooney.com","Male","1971-01-30","New",1971,54,"Group 30 - 60","PROD1013","So","Books",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-04-11","Card","2024-04-12",7.82,"Delayed",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10057",5,"2024-12-18",2024,"CUST1151","Pamela Boyd","antonio38@jackson-ellis.info","Male","1974-06-13","Regular",1974,51,"Group 30 - 60","PROD1008","Page","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-12-19","Card","2024-12-19",14.66,"Pending",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10058",2,"2025-03-09",2025,"CUST1310","Dr. Paul Morgan","perrybrittany@gregory.com","Male","1968-05-06","VIP",1968,57,"Group 30 - 60","PROD1018","Better","Clothing",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2025-03-11","Card","2025-03-10",13.8,"Delayed",5,"Leave player throughout forget watch.","Perfect",198.64,65.72,32.86
"ORD10059",3,"2024-04-19",2024,"CUST1136","Robert Potter","larry73@webb.info","Female","1996-08-05","New",1996,29,"Group 18 - 30","PROD1046","Population","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-04-21","Bank","2024-04-20",6.37,"Shipped",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10060",4,"2024-02-05",2024,"CUST1246","Krista Gibson","millermaurice@gutierrez.com","Other","2003-07-02","VIP",2003,22,"Group 18 - 30","PROD1013","So","Books",99.32,66.46,0.3308497784937576,"Cash","Pending","2024-02-06","Cash","2024-02-06",9.55,"Cancelled",1,"Drop understand as case.","Very Bad",397.28,131.44,32.86
"ORD10061",3,"2024-03-14",2024,"CUST1386","Adam Burgess","crystalwilliams@thomas.net","Other","1963-10-02","New",1963,62,"Group 60","PROD1037","Trade","Books",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-03-14","Card","2024-03-14",9.66,"Pending",5,"Democratic truth information lot son whatever event.","Perfect",297.96,98.57999999999998,32.86
"ORD10062",1,"2025-05-27",2025,"CUST1242","Kevin Walters","bgonzalez@gmail.com","Other","1976-02-24","Loyal",1976,49,"Group 30 - 60","PROD1035","Campaign","Books",99.32,66.46,0.3308497784937576,"Cash","Paid","2025-05-29","Cash","2025-05-28",13.24,"Pending",3,"Religious course meet word plant soldier want.","Average",99.32,32.86,32.86
"ORD10063",2,"2024-08-27",2024,"CUST1030","Rebecca Henderson","cporter@taylor.info","Female","1960-05-01","Regular",1960,65,"Group 60","PROD1039","Girl","Clothing",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-08-28","Card","2024-09-02",19.52,"Shipped",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10064",5,"2025-03-31",2025,"CUST1039","Brittany Farmer","ufox@gmail.com","Other","1987-04-09","New",1987,38,"Group 30 - 60","PROD1016","Word","Books",99.32,66.46,0.3308497784937576,"Cash","Paid","2025-04-03","Cash","2025-04-05",15.48,"Shipped",2,"Race room prevent about rich major.","Bad",496.59999999999997,164.3,32.86
"ORD10065",1,"2024-10-18",2024,"CUST1228","Michael Bradshaw","fconner@stewart.org","Other","2001-02-03","Regular",2001,24,"Group 18 - 30","PROD1029","Threat","Electronics",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-10-20","Card","2024-10-24",15.07,"Cancelled",1,"Author likely alone try newspaper sit ground low draw price.","Very Bad",99.32,32.86,32.86
"ORD10066",1,"2024-08-20",2024,"CUST1035","Jeffrey Chavez","tammy99@gmail.com","Female","2002-01-12","VIP",2002,23,"Group 18 - 30","PROD1008","Page","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Failed","2024-08-21","Card","2024-08-20",15.81,"Shipped",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10067",2,"2024-05-23",2024,"CUST1407","Jeremy Turner","bowerswilliam@hall.com","Female","1962-12-13","Loyal",1962,63,"Group 60","PROD1032","Final","Beauty",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-05-27","Card","2024-05-25",18.59,"Shipped",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10068",5,"2023-06-02",2023,"CUST1222","Elizabeth Oliver Dds","brittanydrake@howard.com","Female","1963-07-06","New",1963,62,"Group 60","PROD1024","Hundred","Groceries",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-06-04","Cash","2023-06-06",15.61,"Delayed",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10069",4,"2024-05-28",2024,"CUST1005","Connie Lawrence","jenniferho@hotmail.com","Male","1957-12-24","VIP",1957,68,"Group 60","PROD1013","So","Books",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-06-01","Card","2024-06-03",10.4,"Shipped",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10070",5,"2024-05-17",2024,"CUST1321","Charles Shah","jennifer11@hotmail.com","Other","1971-05-03","New",1971,54,"Group 30 - 60","PROD1010","Or","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-05-19","Card","2024-05-22",19.76,"Pending",1,"Care anything either painting hit close.","Very Bad",496.59999999999997,164.3,32.86
"ORD10071",3,"2025-05-03",2025,"CUST1467","William Jones","cynthianguyen@bauer.com","Female","1985-06-02","VIP",1985,40,"Group 30 - 60","PROD1034","Center","Beauty",99.32,66.46,0.3308497784937576,"Cash","Pending","2025-05-05","Cash","2025-05-03",6.61,"Shipped",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10072",1,"2025-06-19",2025,"CUST1219","Bailey Duran Dds","huangkimberly@stokes.net","Male","1976-12-13","Loyal",1976,49,"Group 30 - 60","PROD1040","New","Clothing",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2025-06-23","Card","2025-06-19",14.07,"Delayed",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10073",3,"2025-02-10",2025,"CUST1074","Amy Silva","wheelersean@warner.biz","Female","1975-04-15","VIP",1975,50,"Group 30 - 60","PROD1013","So","Books",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2025-02-10","Card","2025-02-15",13.7,"Shipped",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10074",4,"2024-11-06",2024,"CUST1003","Daniel Wagner","taylorcharles@roach.com","Other","1969-07-26","Loyal",1969,56,"Group 30 - 60","PROD1029","Threat","Electronics",99.32,66.46,0.3308497784937576,"Cash","Paid","2024-11-07","Cash","2024-11-06",17.96,"Delayed",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10075",3,"2023-01-06",2023,"CUST1334","Dana Martinez","vaughnkenneth@johnson.net","Other","1993-06-18","New",1993,32,"Group 30 - 60","PROD1040","New","Clothing",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-01-06","Card","2023-01-11",2.8,"Shipped",2,"Scientist type particular interesting kind from way.","Bad",297.96,98.57999999999998,32.86
"ORD10076",5,"2024-05-14",2024,"CUST1133","Daniel Kennedy","tammy61@gmail.com","Female","1973-11-14","VIP",1973,52,"Group 30 - 60","PROD1003","Popular","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-05-14","Card","2024-05-17",19.1,"Delayed",2,"If reason why street call energy.","Bad",496.59999999999997,164.3,32.86
"ORD10077",3,"2024-10-22",2024,"CUST1117","Ashley Waller","ashleyjackson@jackson-adams.com","Other","1987-05-31","New",1987,38,"Group 30 - 60","PROD1003","Popular","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-10-23","Card","2024-10-22",11.49,"Cancelled",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
