customer_id,name,email,gender,birthdate,category
CUST1050,Jessica Holmes,lkhan@osborn.info,Female,1990-03-21,Regular
CUST1051,Danny Morgan,nancy04@morrison.info,Male,1971-04-20,VIP
CUST1052,Crystal Robinson,melissamcdonald@gmail.com,Female,1971-01-12,Loyal
CUST1053,Mark Perez,francisco74@lopez.org,Male,1959-06-02,New
CUST1054,Shannon Jones,cherylfowler@wilcox-robertson.com,Female,1972-08-29,VIP
CUST1055,Michael Lewis,lopezdonald@yahoo.com,Other,2007-05-27,Loyal
CUST1056,Timothy Duncan,greenjoe@finley-turner.org,Other,1983-10-23,Loyal
CUST1057,Richard Aguirre,desiree30@wilson.net,Male,1976-07-20,Loyal
CUST1058,Brent Jordan,fowlershelia@yahoo.com,Other,2001-02-20,Loyal
CUST1059,John Daniel,susanmendoza@adkins-obrien.biz,Other,1993-09-28,Loyal
CUST1060,Victoria Garcia,kathleenbecker@hotmail.com,Female,1960-08-21,Regular
CUST1061,Gerald Hensley,xrice@stark.com,Male,1962-03-14,VIP
CUST1062,Connor West,franklinbond@wilson-harris.org,Female,2000-04-03,Regular
CUST1063,Donald Wright,nolansean@gmail.com,Female,1982-09-08,New
CUST1064,Jessica Callahan,williambryant@gmail.com,Female,1983-05-14,Loyal
CUST1065,Amber Kidd,jennifer64@gmail.com,Female,1979-05-26,VIP
CUST1066,Tracy House,williamsmelvin@weaver.com,Female,1978-03-31,Loyal
CUST1067,Carol Tucker,mitchellhector@gmail.com,Female,1967-07-04,VIP
CUST1068,James Brown,victoria67@yahoo.com,Female,1976-05-14,Regular
CUST1069,William Baker,vegadorothy@hotmail.com,Male,1977-12-27,VIP
CUST1070,Jordan Henderson,david86@anderson.com,Other,1994-12-15,New
CUST1071,Whitney Peters,inunez@yahoo.com,Female,1999-02-22,New
CUST1072,Brittney Phillips,johnreed@yahoo.com,Female,1956-03-10,VIP
CUST1073,Lauren Daniels,johnsondonna@miranda.com,Female,2006-12-02,VIP
CUST1074,Amy Silva,wheelersean@warner.biz,Female,1975-04-15,VIP
CUST1075,Sarah Moore,amberwebster@gmail.com,Female,1966-01-22,VIP
CUST1076,Angela Lopez,jim95@harper.com,Female,1978-05-05,New
CUST1077,Megan Young,roberthill@fry.biz,Other,1996-06-23,Loyal
CUST1078,Steve Sanchez,comptonshelly@hotmail.com,Other,1984-08-20,VIP
CUST1079,Lisa Barnes,heather62@yahoo.com,Female,1996-12-13,VIP
CUST1080,Kelly Donovan,karenwells@gmail.com,Other,1964-06-19,New
CUST1081,Mike Allen,lindamelendez@hotmail.com,Male,1984-07-07,New
CUST1082,Michael Evans,igrant@yahoo.com,Female,1957-08-06,Regular
CUST1083,Paul Jones,james17@davis-hardy.com,Male,1970-06-07,VIP
CUST1084,Zachary Ferrell,nicholas99@russo.org,Male,1968-02-18,Regular
CUST1085,Daniel Baker,vclark@krueger-smith.com,Female,2001-03-07,New
CUST1086,Shirley Suarez,srocha@padilla.com,Other,1979-12-25,New
CUST1087,Christopher Bass,powens@yahoo.com,Male,1965-02-27,Loyal
CUST1088,Lisa Archer,michael77@gmail.com,Female,2006-02-08,VIP
CUST1089,Aimee Montoya,robin55@yahoo.com,Male,2004-02-12,Regular
CUST1090,Matthew Mcmillan,joycesmith@donovan.com,Male,1960-05-19,New
CUST1091,Brian Rodriguez,jerry93@pierce-harding.com,Male,1962-03-11,New
CUST1092,Denise Jacobs,plevy@hotmail.com,Male,2004-11-14,Regular
CUST1093,Christina Walters,yjackson@yahoo.com,Other,1958-04-03,Loyal
CUST1094,John Whitehead,jenniferfreeman@mooney.com,Male,1971-01-30,New
CUST1095,Anna Henderson,gutierrezmegan@jones.com,Male,1996-10-20,VIP
CUST1096,Aaron Wise,nbrooks@estrada.info,Male,1964-08-04,New
CUST1097,Deborah Figueroa,patelrobert@moreno.net,Other,1974-02-13,VIP
CUST1098,Jessica Smith,shawheidi@yahoo.com,Male,1955-06-24,Regular
CUST1099,Stephen Mckee,hullalice@lee.com,Male,1977-11-26,VIP
CUST1100,Sandra Aguilar,laura15@yahoo.com,Other,2001-10-03,Regular
CUST1101,Cameron Parker,veronicaperez@hotmail.com,Other,1962-02-11,VIP
CUST1102,Rebecca Valencia,davisnicholas@alvarez.com,Other,1975-04-22,Regular
CUST1103,Christine Wright,vnewman@hotmail.com,Male,1985-03-03,VIP
CUST1104,Richard Henson,hallrachel@clay.com,Other,1986-08-10,Loyal
CUST1105,Marc Moore,whitemelissa@gmail.com,Other,1956-02-03,VIP
CUST1106,Sharon Cherry,karenmarquez@hickman-evans.org,Male,1977-02-15,VIP
CUST1107,Sierra Johnson,irhodes@reyes-singh.com,Other,1968-10-06,Loyal
CUST1108,Evelyn Galvan,davisjesse@gmail.com,Male,2004-11-25,New
CUST1109,Sharon Cochran,unovak@gmail.com,Female,1991-02-26,New
CUST1110,Richard Rodriguez,whenry@hotmail.com,Other,1968-12-17,VIP
CUST1111,Shannon Walker,llopez@hotmail.com,Female,1968-05-30,Loyal
CUST1112,Julia Torres,bartonkenneth@gmail.com,Male,1991-09-23,VIP
CUST1113,Crystal Johnson,adamsnorman@moore.com,Other,1990-02-24,Regular
CUST1114,Garrett Lin,sean41@miller.info,Male,2005-08-09,Regular
CUST1115,Diana May,johnsonmichael@gmail.com,Female,1972-02-22,VIP
CUST1116,William Herrera,asmith@yahoo.com,Male,1991-11-21,New
CUST1117,Ashley Waller,ashleyjackson@jackson-adams.com,Other,1987-05-31,New
CUST1118,Victor Baker,bryanhamilton@yahoo.com,Other,1996-12-09,VIP
CUST1119,Jeffrey Chandler,xpatton@yahoo.com,Female,2004-03-19,VIP
CUST1120,Larry Dixon,mwheeler@rodriguez-torres.biz,Male,1964-02-29,Regular
CUST1121,Kenneth Scott,vbrock@yahoo.com,Other,2001-11-04,New
CUST1122,April Frost,pochoa@hotmail.com,Female,2002-02-03,VIP
CUST1123,Michelle Harmon,malik37@thompson-sanders.com,Other,2000-01-07,Regular
CUST1124,Helen Jones,yfaulkner@gmail.com,Other,1955-10-18,New
CUST1125,Erin Edwards,yramirez@yahoo.com,Male,1980-03-03,Loyal
CUST1126,Michelle Evans,frederickjames@hotmail.com,Other,1994-03-20,Regular
CUST1127,Jason Powell,bentonsteven@clark.com,Male,1999-09-12,New
CUST1128,Cameron Fisher,ttaylor@gmail.com,Other,1990-05-23,New
CUST1129,Megan Orr,jennifermccormick@gmail.com,Female,1957-07-02,Regular
CUST1130,Elizabeth Kelley,iaguilar@hotmail.com,Other,1971-12-05,Loyal
CUST1131,Dustin Jordan,gibbsmichael@hotmail.com,Male,1966-02-18,Regular
CUST1132,Mary Marshall,mackdiane@jackson-salazar.org,Male,1958-08-20,New
CUST1133,Daniel Kennedy,tammy61@gmail.com,Female,1973-11-14,VIP
CUST1134,Rebecca Jackson,jeffrey88@watts.info,Other,1968-03-14,VIP
CUST1135,Jose Schultz,whitney71@perry-nixon.com,Other,2001-12-10,Regular
CUST1136,Robert Potter,larry73@webb.info,Female,1996-08-05,New
CUST1137,Courtney Gonzalez,evanslisa@gmail.com,Other,1973-01-01,VIP
CUST1138,David Alvarez,deborah23@thompson.info,Other,1958-02-26,New
CUST1139,Angel Perry,lsoto@sandoval.com,Male,1986-03-08,Regular
CUST1140,Cheyenne Horton,tprice@gmail.com,Other,1999-02-06,VIP
CUST1141,David Douglas Jr.,karen19@lloyd.com,Other,1955-02-10,New
CUST1142,Patricia Rodriguez,james14@hotmail.com,Female,1959-01-28,VIP
CUST1143,Christopher Rubio,candice96@hotmail.com,Female,1980-12-27,Regular
CUST1144,Amber Wright,michael79@cervantes.com,Male,1999-06-25,New
CUST1145,Joyce Solis,lawrenceallen@white.com,Other,1973-01-02,VIP
CUST1146,Victoria Larson,kcarlson@yahoo.com,Other,1999-08-29,Regular
CUST1147,Stephanie Salazar,tommymedina@hotmail.com,Other,1999-06-18,VIP
CUST1148,Kathy Rivas,tracytaylor@wilkinson-harvey.com,Male,1979-01-21,VIP
CUST1149,Stephanie Manning,ytaylor@wagner.biz,Male,1961-11-19,Loyal
CUST1150,David Wright,kjackson@gmail.com,Female,1955-11-04,Loyal
CUST1151,Pamela Boyd,antonio38@jackson-ellis.info,Male,1974-06-13,Regular
CUST1152,Denise Jones,adamsamy@weaver-sherman.info,Other,1998-09-26,Loyal
CUST1153,Devon Flores,pgarcia@evans.info,Other,1980-11-05,Regular
CUST1154,Brenda Hall,michelle17@gmail.com,Male,1970-04-10,Loyal
CUST1155,Michelle Brown,lisamatthews@callahan-bishop.biz,Other,1980-06-13,VIP
CUST1156,Joshua Perry,kristenli@hudson.com,Other,1989-02-23,Regular
CUST1157,Jason Stein,tiffany44@adams.com,Male,2002-11-02,Regular
CUST1158,Melissa Gates,rsellers@martinez.com,Male,1961-04-27,VIP
CUST1159,Jamie Smith,kburns@adams.com,Other,1976-01-04,Regular
CUST1160,Paul Castaneda,heather57@yahoo.com,Other,1987-07-11,Regular
CUST1161,Jennifer Adkins,meltonmelanie@gmail.com,Other,1995-03-06,Loyal
CUST1162,Lindsey Walker,melissa86@gmail.com,Female,1990-09-19,Regular
CUST1163,Jeffrey Johnson,troymorris@yahoo.com,Female,1960-07-13,New
CUST1164,Michael Powell,ashleewashington@yahoo.com,Female,1967-03-25,VIP
CUST1165,John Anderson,garciakristen@smith-noble.com,Male,1968-01-29,Loyal
CUST1166,Alyssa Long,bsmith@gmail.com,Female,1988-08-11,Loyal
CUST1167,Alyssa Day,erik41@ward.com,Male,1985-09-16,New
CUST1168,Joel Williams,ugarrett@fischer.com,Male,1992-09-11,VIP
CUST1169,Daniel Murphy,thomasanderson@stone.com,Female,2003-01-10,VIP
CUST1170,Jamie Walton,lisa62@jones-reyes.com,Female,1956-01-03,Loyal
CUST1171,Darlene Miller,michael42@ayala-mullins.com,Female,1957-04-01,Regular
CUST1172,Joshua Cooke,morenoalan@martin.com,Other,1971-05-18,Loyal
CUST1173,Matthew Harrington,fheath@gmail.com,Female,1990-07-27,VIP
CUST1174,Nicole Herring,lawrencepatrick@edwards-taylor.com,Other,1975-04-18,New
CUST1175,Alex Hernandez,angelagreene@mitchell.com,Male,1977-03-29,Loyal
CUST1176,Michael Elliott,juliephillips@bowers.info,Other,1987-11-19,VIP
CUST1177,Michael Wang,allendanielle@gmail.com,Female,1981-04-25,Loyal
CUST1178,Lawrence Adkins,sarah26@fisher.info,Male,2005-03-13,Regular
CUST1179,Robert Oconnell,matthewsalexander@williams.biz,Male,1965-03-24,Loyal
CUST1180,Alexander Collins,zhenderson@gmail.com,Male,1955-10-17,Loyal
CUST1181,Tina Sanders,christopher18@mccann.net,Other,1978-02-21,VIP
CUST1182,Angela Vaughn,wwillis@hotmail.com,Female,2001-02-09,VIP
CUST1183,Ashley Barton,holly30@miller.com,Male,1978-06-28,VIP
CUST1184,Lindsay Martinez,parkerjudith@hotmail.com,Male,1978-09-22,Loyal
CUST1185,Dr. Hannah Patterson,smithderrick@martin.net,Male,1997-02-02,Regular
CUST1186,Jonathan Peterson,nathanbrady@yahoo.com,Other,1975-02-12,New
CUST1187,Samantha Garcia,rogersruben@brown.com,Other,1970-08-13,New
CUST1188,Madison Poole,ddixon@yahoo.com,Female,1988-08-26,VIP
CUST1189,Jessica Gross,eric19@sharp.com,Other,1973-04-25,VIP
CUST1190,Debra Morton,brandoncox@white.net,Male,1958-10-06,Loyal
CUST1191,Karen Graham,marcbutler@hotmail.com,Female,1997-02-16,New
CUST1192,Debra Christian,margaret95@gmail.com,Male,1972-01-29,VIP
CUST1193,Angelica Keith,jeffreyblack@finley.info,Male,1980-11-21,Regular
CUST1194,John Bishop,mark87@gmail.com,Other,1956-07-19,Regular
CUST1195,Allen Rosales,kellymueller@hotmail.com,Female,1992-04-22,VIP
CUST1196,Daniel Salinas,frichardson@oconnor.com,Other,1973-08-11,VIP
CUST1197,Spencer Haynes,randolphandrew@reed.com,Other,1969-11-22,New
CUST1198,Adam Vaughan,usweeney@garcia-moreno.com,Female,1964-11-12,New
CUST1199,Nathan Freeman,jwoodward@hotmail.com,Male,1977-10-20,Loyal
CUST1200,Melissa Brewer,williamsjesse@hotmail.com,Male,1981-04-11,New
CUST1201,Ricky Davis II,stephen19@gmail.com,Female,1999-04-01,Regular
CUST1202,Elizabeth Perkins,kjones@graham.com,Male,1963-11-19,Regular
CUST1203,Joseph Coleman,melissa65@yahoo.com,Female,1960-07-08,VIP
CUST1204,Erin Warner,jesus32@hotmail.com,Female,2004-03-18,New
CUST1205,David Martinez,danielcole@russell-herrera.com,Other,1980-07-20,Loyal
CUST1206,Bryan Herrera,steven11@gmail.com,Female,1989-12-23,Regular
CUST1207,Cathy Robinson,lewismelissa@gmail.com,Other,2000-09-05,Regular
CUST1208,Dr. William Warren,tanyafoster@byrd.com,Male,1996-03-21,Loyal
CUST1209,Brian Lee,jbond@pierce.com,Male,1997-02-09,Loyal
CUST1210,Christopher Smith,brownkimberly@anderson.com,Male,2001-04-05,Regular
CUST1211,Denise Mccann,samantha10@gonzalez.info,Male,1970-01-07,Regular
CUST1212,Melissa Martinez,steinmaria@martinez-dunlap.com,Other,1982-12-10,Loyal
CUST1213,Katherine Salas,zunderwood@johnson-vega.com,Male,1970-11-25,Regular
CUST1214,Julie Alexander,rebekahhill@yahoo.com,Female,1993-07-12,VIP
CUST1215,Anthony Everett,mendezchristina@phillips.com,Female,1964-12-08,VIP
CUST1216,Rodney Morales,patrick63@wilkerson.net,Female,1983-07-25,Loyal
CUST1217,Mark Brown,wcasey@stephens-washington.org,Other,1975-10-20,New
CUST1218,Justin Torres,bnelson@yahoo.com,Male,1995-09-27,Loyal
CUST1219,Bailey Duran DDS,huangkimberly@stokes.net,Male,1976-12-13,Loyal
CUST1220,Courtney Mills,terrigarcia@hotmail.com,Male,1985-02-09,New
CUST1221,Jeremy Dalton,amanda03@bradford.com,Other,1991-06-11,New
CUST1222,Elizabeth Oliver DDS,brittanydrake@howard.com,Female,1963-07-06,New
CUST1223,Theresa Clark,marycochran@weaver-thompson.com,Female,1968-08-11,VIP
CUST1224,Matthew Moore,halljeffery@woods.com,Male,1998-12-11,Regular
CUST1225,Benjamin Smith,samantharichard@yahoo.com,Female,1963-12-22,VIP
CUST1226,Kirk Carter,hernandezjanet@schroeder.com,Female,1994-01-30,Regular
CUST1227,Michael Warner,janet69@rogers.com,Other,1991-05-20,VIP
CUST1228,Michael Bradshaw,fconner@stewart.org,Other,2001-02-03,Regular
CUST1229,Lori Guerrero,elizabetholsen@yahoo.com,Other,1968-04-23,VIP
CUST1230,Jessica Stephens,david09@yahoo.com,Other,1963-12-10,New
CUST1231,Susan Serrano,carriemccall@walker.com,Male,1975-07-28,Loyal
CUST1232,Christopher Parker,youngtoni@gmail.com,Other,2001-05-25,VIP
CUST1233,Laura Roberts,sean43@steele.com,Female,2002-07-12,Regular
CUST1234,Michael Lyons,williamssamuel@costa-wilkerson.info,Male,1990-03-10,New
CUST1235,Kathryn Snyder,amy17@hotmail.com,Female,1963-09-30,VIP
CUST1236,Andrew Reynolds,shannonlloyd@phillips.com,Female,1983-10-23,VIP
CUST1237,David Davis,petersonpamela@dennis.com,Female,2006-12-11,New
CUST1238,Sara Johnston,bbush@hotmail.com,Other,1964-06-02,VIP
CUST1239,Yvonne Chambers,gmoore@harris-lee.net,Other,1999-03-14,Loyal
CUST1240,Andrew Avila,kenneth10@yahoo.com,Male,1992-12-24,VIP
CUST1241,Matthew Moon,briansmith@gmail.com,Male,1965-04-19,Loyal
CUST1242,Kevin Walters,bgonzalez@gmail.com,Other,1976-02-24,Loyal
CUST1243,Brandon Bailey MD,tiffany71@glover-ruiz.com,Female,1959-02-27,New
CUST1244,Shannon Rivera,ylopez@lopez-williams.info,Male,1992-06-20,VIP
CUST1245,Donna Landry,jeremy49@gmail.com,Other,1990-10-23,New
CUST1246,Krista Gibson,millermaurice@gutierrez.com,Other,2003-07-02,VIP
CUST1247,Frank Cordova,rsheppard@yahoo.com,Other,1962-08-07,VIP
CUST1248,Jose Travis,zevans@johnson.org,Female,1967-01-27,Regular
CUST1249,Kimberly Gutierrez,averyshane@stanton.com,Other,1976-02-26,VIP
CUST1250,Isaiah Avila,rmiller@harris-carson.com,Other,1964-06-11,New
CUST1251,Olivia Harris,renee11@yahoo.com,Other,2004-01-08,Loyal
CUST1252,Tanya Kim,melissa87@gmail.com,Other,1956-07-19,VIP
CUST1253,Barbara Dudley,perryeddie@hotmail.com,Male,2006-08-18,Regular
CUST1254,Cynthia Moore,hartcraig@dillon-beard.biz,Male,1976-03-25,New
CUST1255,Kristen Davis,kpena@hotmail.com,Other,1982-09-20,VIP
CUST1256,Susan Murray MD,jacksonrichard@hotmail.com,Female,1982-07-12,New
CUST1257,Kathleen Moran,fosternatasha@hotmail.com,Male,1975-03-09,Regular
CUST1258,Denise Davenport,reesesamantha@smith-roth.com,Other,1984-09-08,Regular
CUST1259,Mrs. Kristen Reyes,megan13@gmail.com,Male,2005-04-13,New
CUST1260,Katie Suarez,uschroeder@yahoo.com,Male,1997-11-17,VIP
CUST1261,Desiree Tyler,lopezjason@yahoo.com,Female,2004-10-14,Loyal
CUST1262,Timothy Romero,lori82@gmail.com,Other,1973-03-05,Regular
CUST1263,Diane Evans,htaylor@hotmail.com,Other,1964-11-18,VIP
CUST1264,Yvonne Burns,jameswhitaker@wright.com,Female,1967-05-02,VIP
CUST1265,Joshua Reed,joshuacolon@hotmail.com,Female,1961-10-22,Loyal
CUST1266,Kimberly Gibson,maldonadojohn@yahoo.com,Other,1963-06-30,Regular
CUST1267,Colin Terry,susanwells@hotmail.com,Other,1967-02-11,Regular
CUST1268,Cynthia Rowe,frank41@yahoo.com,Female,1956-04-29,VIP
CUST1269,Patrick Thornton,kwilliams@vincent.com,Male,2006-06-05,VIP
CUST1270,Jasmin Alvarado,denise80@smith.org,Male,1996-03-09,Loyal
CUST1271,Veronica Simpson,johnnytrujillo@marquez-fletcher.com,Female,1996-07-11,Loyal
CUST1272,Jonathan Lawrence,dyork@yahoo.com,Male,1972-09-13,Regular
CUST1273,Shelly Alexander,hturner@sanders.com,Female,1995-10-03,New
CUST1274,Joyce Bowen,gabrielle71@yahoo.com,Male,1993-02-16,Regular
CUST1275,Matthew Moore,michelle44@gmail.com,Male,1996-03-19,VIP
CUST1276,Wayne Morgan,racheltrujillo@powell.com,Other,1970-04-04,Regular
CUST1277,Marie Christian,jordan66@yahoo.com,Other,1995-02-15,New
CUST1278,Shannon James,matthewreeves@nichols.com,Male,1970-05-05,Loyal
CUST1279,Nathan Malone,marywalter@gmail.com,Male,1970-04-04,New
CUST1280,Amanda Jones,ruizjoyce@hotmail.com,Other,2001-04-26,New
CUST1281,Tammie Bright,destiny35@garner.biz,Other,1956-04-26,New
CUST1282,Jessica Garcia,jorge47@gmail.com,Other,1978-12-28,Loyal
CUST1283,Shelia Wallace,delacruzbrandy@hotmail.com,Female,1959-12-14,New
CUST1284,Stephanie Williams,gpreston@dillon.net,Male,2001-05-15,New
CUST1285,Elaine Brooks,jbrown@gmail.com,Other,1986-12-23,New
CUST1286,Joseph Knight,robert97@stewart.com,Male,1963-09-01,VIP
CUST1287,Carolyn Miller,lcook@walters-smith.com,Female,1988-09-22,New
CUST1288,Lisa Allen,barbaramoore@anderson.biz,Female,1995-09-11,Loyal
CUST1289,Briana Murray,ysanford@gmail.com,Other,1986-06-11,New
CUST1290,David Smith,jessicadodson@sherman-schmidt.com,Female,2002-12-30,New
CUST1291,Stephanie Byrd,jeremywiley@anderson-reyes.org,Male,1998-09-30,Loyal
CUST1292,Jeremy Reed,cameronwilliams@yahoo.com,Other,1979-12-28,New
CUST1293,Margaret Coleman,ryan25@yahoo.com,Male,1967-01-23,Loyal
CUST1294,Ryan Gonzalez,frederickmeadows@yahoo.com,Male,1980-11-28,New
CUST1295,John Young,jeffreymercer@gross.net,Female,1987-12-26,Loyal
CUST1296,Laura Haney,richardsondebra@brooks.com,Female,1986-10-15,New
CUST1297,William Barrett,stanleydesiree@williams.biz,Female,1963-11-25,New
CUST1298,Keith Jennings,qmartinez@yahoo.com,Female,1965-09-08,VIP
CUST1299,Amber Obrien,heathermccoy@fisher-garcia.net,Female,1967-09-11,VIP
CUST1300,Tanner Mitchell DDS,robertroach@hotmail.com,Other,1969-12-10,New
CUST1301,Heather Fields,daniel17@lynch.net,Male,1956-09-26,New
CUST1302,Megan Le,jade42@kelley.info,Male,1982-05-07,Regular
CUST1303,Sara Fuller,aaronpowers@gmail.com,Male,2006-07-27,Loyal
CUST1304,Maria Parker,stacychan@gmail.com,Male,1955-07-26,Regular
CUST1305,Kevin Oconnor,dawn74@marshall-garcia.com,Female,1972-11-27,VIP
CUST1306,Edward Burgess,michael56@wilson.com,Male,1982-08-26,VIP
CUST1307,Carlos Ryan,markkline@adams.com,Other,1969-09-08,VIP
CUST1308,Kiara Mcintyre,moralessuzanne@houston-vaughn.info,Other,2005-01-22,VIP
CUST1309,Dawn Summers,danielhorton@gmail.com,Male,2000-03-24,New
CUST1310,Dr. Paul Morgan,perrybrittany@gregory.com,Male,1968-05-06,VIP
CUST1311,Victor Taylor,timothyfreeman@alexander-brown.com,Other,2006-02-09,New
CUST1312,Shannon Ramsey,tiffanysantiago@stone-watts.org,Other,1968-06-18,New
CUST1313,Tracy Ballard,pstanley@reed-rhodes.biz,Female,1959-01-16,VIP
CUST1314,Richard Smith,smithsarah@allison.com,Other,1966-08-05,VIP
CUST1315,Jordan Chambers,john40@hotmail.com,Female,1984-06-08,Loyal
CUST1316,Lauren Carson,ppowell@stevens.info,Female,1996-07-14,Regular
CUST1317,Ashley Hall,hwest@mcgee-smith.biz,Female,1987-11-19,VIP
CUST1318,Stephen Hoffman,hawkinsaaron@gmail.com,Female,2001-05-08,Loyal
CUST1319,Connie Brown,diamondbryant@yahoo.com,Female,1976-08-26,Loyal
CUST1320,Susan Turner,velasquezmegan@yahoo.com,Male,1985-09-05,Regular
CUST1321,Charles Shah,jennifer11@hotmail.com,Other,1971-05-03,New
CUST1322,Johnathan Davis,petersonmaria@kelley-brooks.com,Female,1983-08-21,VIP
CUST1323,Brandy Chavez,travisunderwood@griffith.com,Other,1982-02-04,Regular
CUST1324,Natalie Bautista,ylewis@love.biz,Other,2007-05-13,VIP
CUST1325,Patrick Moore,bartonshannon@lawrence.com,Female,1957-05-22,Loyal
CUST1326,Brett Burns,eroberson@norman.com,Male,1995-11-30,Loyal
CUST1327,Trevor Johnson,hughescaroline@gordon-cruz.org,Female,2004-07-31,New
CUST1328,Jeremy Sampson,raymond54@ballard-taylor.org,Male,1980-06-05,Loyal
CUST1329,Ariana Jennings,jennifer83@gmail.com,Other,2003-07-21,Loyal
CUST1330,Vanessa Howard,glenda22@daniels.com,Male,1975-11-02,Regular
CUST1331,Colton Martinez,icraig@yahoo.com,Male,1981-05-13,VIP
CUST1332,Jordan Bates,millsanthony@gmail.com,Male,1996-02-27,VIP
CUST1333,Linda Smith,gonzalezkaren@terrell.com,Other,2005-01-25,Regular
CUST1334,Dana Martinez,vaughnkenneth@johnson.net,Other,1993-06-18,New
CUST1335,Andrea Hubbard,yyoung@roberts.biz,Male,1994-12-14,VIP
CUST1336,Daniel Kane,tammy00@hotmail.com,Male,1991-01-11,Loyal
CUST1337,Charles Lester,christinenorman@yahoo.com,Female,1990-04-14,VIP
CUST1338,Scott Thomas,kari89@parsons.com,Male,1998-03-10,Loyal
CUST1339,David Thompson,tonyajones@gmail.com,Female,2002-06-16,New
CUST1340,Allison Smith,rwilliams@baker.com,Male,1957-03-01,Regular
CUST1341,Cynthia Morris,jmckinney@gmail.com,Female,1989-12-21,VIP
CUST1342,Anthony Harmon,candice94@tyler-pierce.com,Other,1961-12-25,Regular
